#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2016 02 03 10 30 196 12.0 999 99.0 9999
2016 02 03 10 40 194 12.0 999 99.0 9999
2016 02 03 10 50 193 11.2 191 15.0 1001
2016 02 03 11 00 193 11.5 999 99.0 9999
2016 02 03 11 10 193 12.0 999 99.0 9999
2016 02 03 11 20 197 11.7 999 99.0 9999
2016 02 03 11 30 198 11.7 999 99.0 9999
2016 02 03 11 40 198 11.5 999 99.0 9999
2016 02 03 11 50 198 11.2 196 15.0 1114
2016 02 03 12 00 200 11.0 999 99.0 9999
2016 02 03 12 10 202 10.6 999 99.0 9999
2016 02 03 12 20 202 10.7 999 99.0 9999
2016 02 03 12 30 270 12.0 999 99.0 9999
2016 02 03 12 40 301 13.8 999 99.0 9999
2016 02 03 12 50 295 13.1 303 17.8 1226
2016 02 03 13 00 287 13.7 999 99.0 9999
2016 02 03 13 10 295 14.2 999 99.0 9999
2016 02 03 13 20 299 14.3 999 99.0 9999
2016 02 03 13 30 301 15.1 999 99.0 9999
2016 02 03 13 40 301 14.0 999 99.0 9999
2016 02 03 13 50 300 13.4 299 18.4 1327
2016 02 03 14 00 296 12.0 999 99.0 9999
2016 02 03 14 10 292  8.6 999 99.0 9999
2016 02 03 14 20 299  6.6 999 99.0 9999
2016 02 03 14 30 300  8.1 999 99.0 9999
2016 02 03 14 40 296  8.2 999 99.0 9999
2016 02 03 14 50 292  8.0 288 16.2 1359
2016 02 03 15 00 302  8.3 999 99.0 9999
2016 02 03 15 10 298  8.6 999 99.0 9999
2016 02 03 15 20 305  8.2 999 99.0 9999
2016 02 03 15 30 289  8.0 999 99.0 9999
2016 02 03 15 40 283  7.3 999 99.0 9999
2016 02 03 15 50 277  7.7 287 13.0 1459
2016 02 03 16 00 273  8.0 999 99.0 9999
2016 02 03 16 10 270  7.4 999 99.0 9999
2016 02 03 16 20 266  7.5 999 99.0 9999
2016 02 03 16 30 266  7.5 999 99.0 9999
2016 02 03 16 40 274  8.8 999 99.0 9999
2016 02 03 16 50 282 10.1 279 13.0 1649
2016 02 03 17 00 280 10.2 999 99.0 9999
2016 02 03 17 10 279 10.1 999 99.0 9999
2016 02 03 17 20 279  8.6 999 99.0 9999
2016 02 03 17 30 282  8.4 999 99.0 9999
2016 02 03 17 40 280  7.6 999 99.0 9999
2016 02 03 17 50 274  8.3 286 12.8 1652
2016 02 03 18 00 273  8.2 999 99.0 9999
2016 02 03 18 10 272  8.9 999 99.0 9999
2016 02 03 18 20 270  9.6 999 99.0 9999
2016 02 03 18 30 268  9.9 999 99.0 9999
2016 02 03 18 40 267  9.5 999 99.0 9999
2016 02 03 18 50 267  9.5 268 12.2 1828
2016 02 03 19 00 264  9.9 999 99.0 9999
2016 02 03 19 10 261 10.3 999 99.0 9999
2016 02 03 19 20 257 10.5 999 99.0 9999
2016 02 03 19 30 258 11.7 999 99.0 9999
2016 02 03 19 40 257 10.8 999 99.0 9999
2016 02 03 19 50 256 10.7 260 15.0 1928
2016 02 03 20 00 254 10.3 999 99.0 9999
2016 02 03 20 10 251 10.2 999 99.0 9999
2016 02 03 20 20 250 10.6 999 99.0 9999
2016 02 03 20 30 248 10.0 999 99.0 9999
2016 02 03 20 40 251 10.6 999 99.0 9999
2016 02 03 20 50 251 10.5 254 13.2 2040
2016 02 03 21 00 252 10.9 999 99.0 9999
2016 02 03 21 10 251 10.9 999 99.0 9999
2016 02 03 21 20 248 10.4 999 99.0 9999
2016 02 03 21 30 245 10.4 999 99.0 9999
2016 02 03 21 40 244 10.9 999 99.0 9999
2016 02 03 21 50 246 10.9 247 14.4 2050
2016 02 03 22 00 244 10.0 999 99.0 9999
2016 02 03 22 10 243 10.8 999 99.0 9999
2016 02 03 22 20 245 10.4 999 99.0 9999
2016 02 03 22 30 245 10.4 999 99.0 9999
2016 02 03 22 40 245 10.9 999 99.0 9999
2016 02 03 22 50 245  9.9 251 13.9 2234
2016 02 03 23 00 243 10.5 999 99.0 9999
2016 02 03 23 10 243 11.2 999 99.0 9999
2016 02 03 23 20 254 10.9 999 99.0 9999
2016 02 03 23 30 266 12.0 999 99.0 9999
2016 02 03 23 40 267 11.3 999 99.0 9999
2016 02 03 23 50 265 10.6 271 15.8 2327
2016 02 04 00 00 266 10.3 999 99.0 9999
2016 02 04 00 10 265  9.7 999 99.0 9999
2016 02 04 00 20 262  9.2 999 99.0 9999
2016 02 04 00 30 262 10.0 999 99.0 9999
2016 02 04 00 40 261  9.1 999 99.0 9999
2016 02 04 00 50 261  9.3 263 13.4 2352
2016 02 04 01 00 260  8.8 999 99.0 9999
2016 02 04 01 10 256  8.3 999 99.0 9999
2016 02 04 01 20 255  8.5 999 99.0 9999
2016 02 04 01 30 253  7.9 999 99.0 9999
2016 02 04 01 40 252  7.9 999 99.0 9999
2016 02 04 01 50 249  7.8 261 11.2 0057
2016 02 04 02 00 249  7.9 999 99.0 9999
2016 02 04 02 10 252  8.4 999 99.0 9999
2016 02 04 02 20 250  8.8 999 99.0 9999
2016 02 04 02 30 248  8.0 999 99.0 9999
2016 02 04 02 40 246  7.5 999 99.0 9999
2016 02 04 02 50 248  7.9 256 11.1 0218
2016 02 04 03 00 249  7.7 999 99.0 9999
2016 02 04 03 10 247  7.6 999 99.0 9999
2016 02 04 03 20 245  6.8 999 99.0 9999
2016 02 04 03 30 243  6.8 999 99.0 9999
2016 02 04 03 40 242  6.6 999 99.0 9999
2016 02 04 03 50 239  6.9 255 10.0 0301
2016 02 04 04 00 235  6.7 999 99.0 9999
2016 02 04 04 10 234  7.0 999 99.0 9999
2016 02 04 04 20 232  7.0 999 99.0 9999
2016 02 04 04 30 230  7.6 999 99.0 9999
2016 02 04 04 40 231  7.6 999 99.0 9999
2016 02 04 04 50 231  7.8 242 10.3 0432
2016 02 04 05 00 229  8.3 999 99.0 9999
2016 02 04 05 10 227  8.2 999 99.0 9999
2016 02 04 05 20 225  8.0 999 99.0 9999
2016 02 04 05 30 228  8.0 999 99.0 9999
2016 02 04 05 40 226  7.8 999 99.0 9999
2016 02 04 05 50 225  7.5 239 10.3 0455
2016 02 04 06 00 228  7.6 999 99.0 9999
2016 02 04 06 10 228  7.5 999 99.0 9999
2016 02 04 06 20 226  7.4 999 99.0 9999
2016 02 04 06 30 222  7.6 999 99.0 9999
2016 02 04 06 40 228  7.8 999 99.0 9999
2016 02 04 06 50 227  7.5 244 10.0 0641
2016 02 04 07 00 226  7.3 999 99.0 9999
2016 02 04 07 10 229  7.1 999 99.0 9999
2016 02 04 07 20 226  6.6 999 99.0 9999
2016 02 04 07 30 224  6.9 999 99.0 9999
2016 02 04 07 40 223  7.1 999 99.0 9999
2016 02 04 07 50 222  7.3 233  9.3 0650
2016 02 04 08 00 222  7.5 999 99.0 9999
2016 02 04 08 10 221  7.4 999 99.0 9999
2016 02 04 08 20 224  7.5 999 99.0 9999
2016 02 04 08 30 219  7.7 999 99.0 9999
2016 02 04 08 40 218  7.8 999 99.0 9999
2016 02 04 08 50 218  8.1 232  9.9 0816
2016 02 04 09 00 214  8.4 999 99.0 9999
2016 02 04 09 10 213  8.4 999 99.0 9999
2016 02 04 09 20 210  8.8 999 99.0 9999
2016 02 04 09 30 209  9.0 999 99.0 9999
2016 02 04 09 40 211  9.1 999 99.0 9999
2016 02 04 09 50 216  9.1 217 11.3 0921
2016 02 04 10 00 220  9.2 999 99.0 9999
2016 02 04 10 10 224  9.1 999 99.0 9999
2016 02 04 10 20 223  9.1 999 99.0 9999
2016 02 04 10 30 219  8.9 999 99.0 9999
2016 02 04 10 40 214  9.4 999 99.0 9999
2016 02 04 10 50 211  9.7 206 11.9 1034
2016 02 04 11 00 211  9.4 999 99.0 9999
2016 02 04 11 10 212  9.1 999 99.0 9999
2016 02 04 11 20 212  9.0 999 99.0 9999
2016 02 04 11 30 211  9.5 999 99.0 9999
2016 02 04 11 40 207  9.4 999 99.0 9999
2016 02 04 11 50 213  9.3 203 11.8 1053
2016 02 04 12 00 215  9.4 999 99.0 9999
2016 02 04 12 10 217  9.2 999 99.0 9999
2016 02 04 12 20 214  8.7 999 99.0 9999
2016 02 04 12 30 210  9.4 999 99.0 9999
2016 02 04 12 40 209  9.6 999 99.0 9999
2016 02 04 12 50 214  9.8 221 12.5 1239
2016 02 04 13 00 213 10.1 999 99.0 9999
2016 02 04 13 10 211  9.8 999 99.0 9999
2016 02 04 13 20 210  9.9 999 99.0 9999
2016 02 04 13 30 211  9.6 999 99.0 9999
2016 02 04 13 40 213  9.7 999 99.0 9999
2016 02 04 13 50 214  9.6 216 13.2 1253
2016 02 04 14 00 214  9.9 999 99.0 9999
2016 02 04 14 10 211 10.0 999 99.0 9999
2016 02 04 14 20 211  9.9 999 99.0 9999
2016 02 04 14 30 212  9.8 999 99.0 9999
2016 02 04 14 40 210 10.4 999 99.0 9999
2016 02 04 14 50 210 10.1 210 13.3 1432
2016 02 04 15 00 209  9.9 999 99.0 9999
2016 02 04 15 10 210  9.7 999 99.0 9999
2016 02 04 15 20 208  9.6 999 99.0 9999
2016 02 04 15 30 206  9.6 999 99.0 9999
2016 02 04 15 40 202  9.3 999 99.0 9999
2016 02 04 15 50 201  9.6 208 12.1 1452
2016 02 04 16 00 200  9.4 999 99.0 9999
2016 02 04 16 10 200  9.2 999 99.0 9999
2016 02 04 16 20 200  9.3 999 99.0 9999
2016 02 04 16 30 197  9.7 999 99.0 9999
2016 02 04 16 40 196  9.9 999 99.0 9999
2016 02 04 16 50 196 10.0 195 12.3 1643
2016 02 04 17 00 195 10.2 999 99.0 9999
2016 02 04 17 10 195 10.0 999 99.0 9999
2016 02 04 17 20 193 10.3 999 99.0 9999
2016 02 04 17 30 190 11.2 999 99.0 9999
2016 02 04 17 40 190 11.4 999 99.0 9999
2016 02 04 17 50 187 11.5 193 13.9 1746
2016 02 04 18 00 187 11.5 999 99.0 9999
2016 02 04 18 10 185 11.4 999 99.0 9999
2016 02 04 18 20 183 11.3 999 99.0 9999
2016 02 04 18 30 183 11.6 999 99.0 9999
2016 02 04 18 40 183 12.3 999 99.0 9999
2016 02 04 18 50 183 12.2 185 15.5 1845
2016 02 04 19 00 183 12.6 999 99.0 9999
2016 02 04 19 10 182 12.4 999 99.0 9999
2016 02 04 19 20 185 12.7 999 99.0 9999
2016 02 04 19 30 182 13.0 999 99.0 9999
2016 02 04 19 40 184 12.9 999 99.0 9999
2016 02 04 19 50 187 12.7 189 16.2 1923
2016 02 04 20 00 185 13.0 999 99.0 9999
2016 02 04 20 10 191 12.5 999 99.0 9999
2016 02 04 20 20 193 12.1 999 99.0 9999
2016 02 04 20 30 192 12.4 999 99.0 9999
2016 02 04 20 40 192 12.3 999 99.0 9999
2016 02 04 20 50 193 12.1 176 15.7 1955
2016 02 04 21 00 195 11.8 999 99.0 9999
2016 02 04 21 10 193 12.1 999 99.0 9999
2016 02 04 21 20 193 12.0 999 99.0 9999
2016 02 04 21 30 191 12.5 999 99.0 9999
2016 02 04 21 40 192 12.2 999 99.0 9999
2016 02 04 21 50 194 12.5 194 15.6 2102
2016 02 04 22 00 194 12.3 999 99.0 9999
2016 02 04 22 10 195 12.8 999 99.0 9999
2016 02 04 22 20 195 12.6 999 99.0 9999
2016 02 04 22 30 195 12.6 999 99.0 9999
2016 02 04 22 40 194 12.6 999 99.0 9999
2016 02 04 22 50 199 12.5 193 15.8 2227
2016 02 04 23 00 199 12.0 999 99.0 9999
2016 02 04 23 10 195 12.5 999 99.0 9999
2016 02 04 23 20 194 12.7 999 99.0 9999
2016 02 04 23 30 193 12.7 999 99.0 9999
2016 02 04 23 40 193 13.0 999 99.0 9999
2016 02 04 23 50 195 13.3 193 17.1 2349
2016 02 05 00 00 197 13.3 999 99.0 9999
2016 02 05 00 10 197 13.4 999 99.0 9999
2016 02 05 00 20 196 13.4 999 99.0 9999
2016 02 05 00 30 196 13.0 999 99.0 9999
2016 02 05 00 40 193 13.1 999 99.0 9999
2016 02 05 00 50 196 13.6 196 16.9 0045
2016 02 05 01 00 195 13.3 999 99.0 9999
2016 02 05 01 10 194 13.4 999 99.0 9999
2016 02 05 01 20 194 13.1 999 99.0 9999
2016 02 05 01 30 194 13.3 999 99.0 9999
2016 02 05 01 40 194 12.9 999 99.0 9999
2016 02 05 01 50 193 13.0 191 17.7 0125
2016 02 05 02 00 193 13.8 999 99.0 9999
2016 02 05 02 10 193 13.6 999 99.0 9999
2016 02 05 02 20 193 13.7 999 99.0 9999
2016 02 05 02 30 191 13.7 999 99.0 9999
2016 02 05 02 40 189 13.3 999 99.0 9999
2016 02 05 02 50 191 13.4 197 17.2 0221
2016 02 05 03 00 191 13.3 999 99.0 9999
2016 02 05 03 10 191 13.2 999 99.0 9999
2016 02 05 03 20 189 12.7 999 99.0 9999
2016 02 05 03 30 190 12.6 999 99.0 9999
2016 02 05 03 40 190 13.1 999 99.0 9999
2016 02 05 03 50 190 12.5 188 16.3 0256
2016 02 05 04 00 187 12.5 999 99.0 9999
2016 02 05 04 10 189 13.1 999 99.0 9999
2016 02 05 04 20 191 13.5 999 99.0 9999
2016 02 05 04 30 193 13.6 999 99.0 9999
2016 02 05 04 40 192 13.7 999 99.0 9999
2016 02 05 04 50 190 13.6 203 17.8 0449
2016 02 05 05 00 191 13.9 999 99.0 9999
2016 02 05 05 10 190 14.0 999 99.0 9999
2016 02 05 05 20 194 14.0 999 99.0 9999
2016 02 05 05 30 195 14.1 999 99.0 9999
2016 02 05 05 40 193 13.5 999 99.0 9999
2016 02 05 05 50 196 13.9 198 18.7 0503
2016 02 05 06 00 197 14.1 999 99.0 9999
2016 02 05 06 10 198 13.9 999 99.0 9999
2016 02 05 06 20 199 14.9 999 99.0 9999
2016 02 05 06 30 199 14.8 999 99.0 9999
2016 02 05 06 40 197 14.5 999 99.0 9999
2016 02 05 06 50 198 14.6 200 19.1 0614
2016 02 05 07 00 203 13.8 999 99.0 9999
2016 02 05 07 10 200 13.8 999 99.0 9999
2016 02 05 07 20 199 13.8 999 99.0 9999
2016 02 05 07 30 197 14.1 999 99.0 9999
2016 02 05 07 40 198 14.4 999 99.0 9999
2016 02 05 07 50 198 14.5 199 17.9 0723
2016 02 05 08 00 198 14.6 999 99.0 9999
2016 02 05 08 10 196 14.4 999 99.0 9999
2016 02 05 08 20 196 14.1 999 99.0 9999
2016 02 05 08 30 197 14.4 999 99.0 9999
2016 02 05 08 40 198 14.1 999 99.0 9999
2016 02 05 08 50 199 14.0 200 18.0 0825
2016 02 05 09 00 199 13.7 999 99.0 9999
2016 02 05 09 10 201 13.9 999 99.0 9999
2016 02 05 09 20 202 14.0 999 99.0 9999
2016 02 05 09 30 201 14.2 999 99.0 9999
2016 02 05 09 40 199 14.2 999 99.0 9999
2016 02 05 09 50 201 14.0 205 18.4 0933
2016 02 05 10 00 200 13.4 999 99.0 9999
2016 02 05 10 10 199 13.6 999 99.0 9999
2016 02 05 10 20 199 13.9 999 99.0 9999
2016 02 05 10 30 199 13.8 999 99.0 9999
2016 02 05 10 40 201 13.9 999 99.0 9999
2016 02 05 10 50 200 14.1 195 17.8 1047
2016 02 05 11 00 200 14.2 999 99.0 9999
2016 02 05 11 10 199 14.3 999 99.0 9999
2016 02 05 11 20 196 14.2 999 99.0 9999
2016 02 05 11 30 192 14.6 999 99.0 9999
2016 02 05 11 40 192 14.5 999 99.0 9999
2016 02 05 11 50 193 14.6 193 18.7 1123
2016 02 05 12 00 195 14.2 999 99.0 9999
2016 02 05 12 10 197 14.2 999 99.0 9999
2016 02 05 12 20 198 14.5 999 99.0 9999
2016 02 05 12 30 199 14.0 999 99.0 9999
2016 02 05 12 40 193 14.7 999 99.0 9999
2016 02 05 12 50 192 14.9 180 19.3 1241
2016 02 05 13 00 190 14.1 999 99.0 9999
2016 02 05 13 10 192 14.7 999 99.0 9999
2016 02 05 13 20 192 14.6 999 99.0 9999
2016 02 05 13 30 193 14.7 999 99.0 9999
2016 02 05 13 40 199 15.1 999 99.0 9999
2016 02 05 13 50 202 14.6 201 19.1 1337
2016 02 05 14 00 201 14.4 999 99.0 9999
2016 02 05 14 10 199 14.8 999 99.0 9999
2016 02 05 14 20 199 14.3 999 99.0 9999
2016 02 05 14 30 197 14.8 999 99.0 9999
2016 02 05 14 40 200 16.1 999 99.0 9999
2016 02 05 14 50 201 15.8 207 20.8 1435
2016 02 05 15 00 200 15.3 999 99.0 9999
2016 02 05 15 10 199 15.4 999 99.0 9999
2016 02 05 15 20 200 15.6 999 99.0 9999
2016 02 05 15 30 199 15.9 999 99.0 9999
2016 02 05 15 40 201 14.9 999 99.0 9999
2016 02 05 15 50 204 14.8 194 20.1 1453
2016 02 05 16 00 224 14.9 999 99.0 9999
2016 02 05 16 10 244 13.3 999 99.0 9999
2016 02 05 16 20 240 10.4 999 99.0 9999
2016 02 05 16 30 236 10.5 999 99.0 9999
2016 02 05 16 40 242 10.9 999 99.0 9999
2016 02 05 16 50 255 11.1 230 19.9 1555
2016 02 05 17 00 261  9.8 999 99.0 9999
2016 02 05 17 10 262  9.8 999 99.0 9999
2016 02 05 17 20 258  9.0 999 99.0 9999
2016 02 05 17 30 258  9.2 999 99.0 9999
2016 02 05 17 40 260  9.4 999 99.0 9999
2016 02 05 17 50 260  9.3 262 12.8 1701
2016 02 05 18 00 261  9.7 999 99.0 9999
2016 02 05 18 10 259  9.0 999 99.0 9999
2016 02 05 18 20 257  9.3 999 99.0 9999
2016 02 05 18 30 259  9.5 999 99.0 9999
2016 02 05 18 40 260  9.9 999 99.0 9999
2016 02 05 18 50 266 11.0 267 14.3 1841
2016 02 05 19 00 268  9.8 999 99.0 9999
2016 02 05 19 10 266  9.2 999 99.0 9999
2016 02 05 19 20 264  9.1 999 99.0 9999
2016 02 05 19 30 269  9.4 999 99.0 9999
2016 02 05 19 40 275 10.4 999 99.0 9999
2016 02 05 19 50 277 11.3 279 13.1 1930
2016 02 05 20 00 276 11.0 999 99.0 9999
2016 02 05 20 10 276 11.6 999 99.0 9999
2016 02 05 20 20 275 10.8 999 99.0 9999
2016 02 05 20 30 276 10.9 999 99.0 9999
2016 02 05 20 40 275 10.4 999 99.0 9999
2016 02 05 20 50 274 10.5 277 14.5 2006
2016 02 05 21 00 274 10.6 999 99.0 9999
2016 02 05 21 10 275 10.2 999 99.0 9999
2016 02 05 21 20 276 10.0 999 99.0 9999
2016 02 05 21 30 279  9.7 999 99.0 9999
2016 02 05 21 40 277  9.9 999 99.0 9999
2016 02 05 21 50 279 10.2 286 13.3 2109
2016 02 05 22 00 278 10.3 999 99.0 9999
2016 02 05 22 10 273  9.9 999 99.0 9999
2016 02 05 22 20 272  9.9 999 99.0 9999
2016 02 05 22 30 274 11.2 999 99.0 9999
2016 02 05 22 40 274 10.3 999 99.0 9999
2016 02 05 22 50 273 10.9 272 14.1 2249
2016 02 05 23 00 276 12.4 999 99.0 9999
2016 02 05 23 10 278 12.2 999 99.0 9999
2016 02 05 23 20 278 11.2 999 99.0 9999
2016 02 05 23 30 276 10.2 999 99.0 9999
2016 02 05 23 40 277 10.2 999 99.0 9999
2016 02 05 23 50 278  9.4 281 15.4 2251
2016 02 06 00 00 279  9.6 999 99.0 9999
2016 02 06 00 10 279  9.1 999 99.0 9999
2016 02 06 00 20 277  9.2 999 99.0 9999
2016 02 06 00 30 275  9.0 999 99.0 9999
2016 02 06 00 40 275  8.3 999 99.0 9999
2016 02 06 00 50 279  8.2 278 11.5 2351
2016 02 06 01 00 275  8.8 999 99.0 9999
2016 02 06 01 10 278  9.1 999 99.0 9999
2016 02 06 01 20 281  8.8 999 99.0 9999
2016 02 06 01 30 280  8.4 999 99.0 9999
2016 02 06 01 40 285  7.4 999 99.0 9999
2016 02 06 01 50 280  6.7 284 11.2 0108
2016 02 06 02 00 281  7.3 999 99.0 9999
2016 02 06 02 10 283  7.1 999 99.0 9999
2016 02 06 02 20 286  6.7 999 99.0 9999
2016 02 06 02 30 284  6.6 999 99.0 9999
2016 02 06 02 40 291  5.9 999 99.0 9999
2016 02 06 02 50 293  5.3 286  9.5 0201
2016 02 06 03 00 283  5.0 999 99.0 9999
2016 02 06 03 10 287  4.6 999 99.0 9999
2016 02 06 03 20 290  4.6 999 99.0 9999
2016 02 06 03 30 299  4.2 999 99.0 9999
2016 02 06 03 40 292  4.4 999 99.0 9999
2016 02 06 03 50 288  4.2 290  6.8 0253
2016 02 06 04 00 282  4.1 999 99.0 9999
2016 02 06 04 10 288  2.3 999 99.0 9999
2016 02 06 04 20 293  1.6 999 99.0 9999
2016 02 06 04 30 265  0.5 999 99.0 9999
2016 02 06 04 40 217  0.7 999 99.0 9999
2016 02 06 04 50 206  1.2 287  5.6 0353
2016 02 06 05 00 185  1.1 999 99.0 9999
2016 02 06 05 10 180  1.5 999 99.0 9999
2016 02 06 05 20 192  2.5 999 99.0 9999
2016 02 06 05 30 195  2.6 999 99.0 9999
2016 02 06 05 40 196  2.7 999 99.0 9999
2016 02 06 05 50 191  3.6 214  4.7 0546
2016 02 06 06 00 184  3.6 999 99.0 9999
2016 02 06 06 10 185  3.8 999 99.0 9999
2016 02 06 06 20 181  3.5 999 99.0 9999
2016 02 06 06 30 183  3.5 999 99.0 9999
2016 02 06 06 40 176  3.2 999 99.0 9999
2016 02 06 06 50 184  3.1 181  5.2 0551
2016 02 06 07 00 188  3.3 999 99.0 9999
2016 02 06 07 10 179  2.8 999 99.0 9999
2016 02 06 07 20 183  3.0 999 99.0 9999
2016 02 06 07 30 170  3.0 999 99.0 9999
2016 02 06 07 40 184  3.4 999 99.0 9999
2016 02 06 07 50 181  3.0 183  4.5 0735
2016 02 06 08 00 188  4.4 999 99.0 9999
2016 02 06 08 10 189  4.0 999 99.0 9999
2016 02 06 08 20 188  4.0 999 99.0 9999
2016 02 06 08 30 192  4.8 999 99.0 9999
2016 02 06 08 40 190  5.6 999 99.0 9999
2016 02 06 08 50 191  6.0 206  7.4 0849
2016 02 06 09 00 190  6.1 999 99.0 9999
2016 02 06 09 10 188  6.2 999 99.0 9999
2016 02 06 09 20 189  5.8 999 99.0 9999
2016 02 06 09 30 189  5.6 999 99.0 9999
2016 02 06 09 40 198  5.3 999 99.0 9999
2016 02 06 09 50 201  5.4 187  7.4 0854
2016 02 06 10 00 202  6.1 999 99.0 9999
2016 02 06 10 10 201  6.3 999 99.0 9999
2016 02 06 10 20 200  6.0 999 99.0 9999
2016 02 06 10 30 205  6.0 999 99.0 9999
2016 02 06 10 40 199  5.8 999 99.0 9999
2016 02 06 10 50 190  5.7 206  7.9 1002
2016 02 06 11 00 194  5.4 999 99.0 9999
2016 02 06 11 10 186  5.2 999 99.0 9999
2016 02 06 11 20 183  4.8 999 99.0 9999
2016 02 06 11 30 179  4.7 999 99.0 9999
2016 02 06 11 40 182  4.6 999 99.0 9999
2016 02 06 11 50 175  4.0 198  6.9 1059
2016 02 06 12 00 162  4.0 999 99.0 9999
2016 02 06 12 10 166  4.1 999 99.0 9999
2016 02 06 12 20 175  4.5 999 99.0 9999
2016 02 06 12 30 177  4.7 999 99.0 9999
2016 02 06 12 40 170  4.3 999 99.0 9999
2016 02 06 12 50 172  4.5 164  6.2 1225
2016 02 06 13 00 165  4.5 999 99.0 9999
2016 02 06 13 10 165  4.8 999 99.0 9999
2016 02 06 13 20 162  5.2 999 99.0 9999
2016 02 06 13 30 166  5.5 999 99.0 9999
2016 02 06 13 40 164  5.4 999 99.0 9999
2016 02 06 13 50 166  5.7 163  7.2 1344
2016 02 06 14 00 162  5.9 999 99.0 9999
2016 02 06 14 10 161  6.1 999 99.0 9999
2016 02 06 14 20 156  6.4 999 99.0 9999
2016 02 06 14 30 159  6.9 999 99.0 9999
2016 02 06 14 40 158  6.8 999 99.0 9999
2016 02 06 14 50 159  7.1 146  8.8 1447
2016 02 06 15 00 153  6.9 999 99.0 9999
2016 02 06 15 10 152  7.4 999 99.0 9999
2016 02 06 15 20 145  7.4 999 99.0 9999
2016 02 06 15 30 138  7.5 999 99.0 9999
2016 02 06 15 40 134  7.5 999 99.0 9999
2016 02 06 15 50 141  8.2 137 10.8 1544
2016 02 06 16 00 148  8.4 999 99.0 9999
2016 02 06 16 10 153  8.5 999 99.0 9999
2016 02 06 16 20 145  9.1 999 99.0 9999
2016 02 06 16 30 142  9.0 999 99.0 9999
2016 02 06 16 40 148  9.3 999 99.0 9999
2016 02 06 16 50 151  9.0 141 11.7 1633
2016 02 06 17 00 150  9.0 999 99.0 9999
2016 02 06 17 10 153  9.0 999 99.0 9999
2016 02 06 17 20 164  8.3 999 99.0 9999
2016 02 06 17 30 159  8.7 999 99.0 9999
2016 02 06 17 40 150  9.2 999 99.0 9999
2016 02 06 17 50 154  9.6 160 11.7 1747
2016 02 06 18 00 150 10.2 999 99.0 9999
2016 02 06 18 10 147 10.2 999 99.0 9999
2016 02 06 18 20 146 10.5 999 99.0 9999
2016 02 06 18 30 145 10.0 999 99.0 9999
2016 02 06 18 40 145 10.0 999 99.0 9999
2016 02 06 18 50 147 10.2 139 13.6 1839
2016 02 06 19 00 147 10.3 999 99.0 9999
2016 02 06 19 10 146  9.6 999 99.0 9999
2016 02 06 19 20 144  9.7 999 99.0 9999
2016 02 06 19 30 141  9.0 999 99.0 9999
2016 02 06 19 40 137  8.5 999 99.0 9999
2016 02 06 19 50 136  8.5 136 13.2 1910
2016 02 06 20 00 135  8.7 999 99.0 9999
2016 02 06 20 10 142  9.2 999 99.0 9999
2016 02 06 20 20 136  9.6 999 99.0 9999
2016 02 06 20 30 137  9.4 999 99.0 9999
2016 02 06 20 40 139  9.9 999 99.0 9999
2016 02 06 20 50 140  9.7 136 12.2 2007
2016 02 06 21 00 141  9.4 999 99.0 9999
2016 02 06 21 10 140  9.5 999 99.0 9999
2016 02 06 21 20 142  9.2 999 99.0 9999
2016 02 06 21 30 142  9.4 999 99.0 9999
2016 02 06 21 40 142  9.7 999 99.0 9999
2016 02 06 21 50 136  9.8 139 12.7 2133
2016 02 06 22 00 137  9.6 999 99.0 9999
2016 02 06 22 10 137  9.3 999 99.0 9999
2016 02 06 22 20 138  9.5 999 99.0 9999
2016 02 06 22 30 139  9.5 999 99.0 9999
2016 02 06 22 40 140  9.7 999 99.0 9999
2016 02 06 22 50 143  9.3 137 12.0 2219
2016 02 06 23 00 145  9.1 999 99.0 9999
2016 02 06 23 10 145  8.9 999 99.0 9999
2016 02 06 23 20 145  9.0 999 99.0 9999
2016 02 06 23 30 142  9.4 999 99.0 9999
2016 02 06 23 40 143  9.3 999 99.0 9999
2016 02 06 23 50 143  9.3 140 11.8 2321
2016 02 07 00 00 142  9.4 999 99.0 9999
2016 02 07 00 10 144  9.5 999 99.0 9999
2016 02 07 00 20 147  9.2 999 99.0 9999
2016 02 07 00 30 149  9.4 999 99.0 9999
2016 02 07 00 40 145  9.5 999 99.0 9999
2016 02 07 00 50 146  9.3 133 12.3 2358
2016 02 07 01 00 147  9.7 999 99.0 9999
2016 02 07 01 10 149  9.1 999 99.0 9999
2016 02 07 01 20 147  9.7 999 99.0 9999
2016 02 07 01 30 155  8.5 999 99.0 9999
2016 02 07 01 40 161  7.7 999 99.0 9999
2016 02 07 01 50 162  8.0 146 12.2 0117
2016 02 07 02 00 165  7.7 999 99.0 9999
2016 02 07 02 10 154  8.7 999 99.0 9999
2016 02 07 02 20 159  8.5 999 99.0 9999
2016 02 07 02 30 159  8.5 999 99.0 9999
2016 02 07 02 40 160  8.3 999 99.0 9999
2016 02 07 02 50 161  8.0 146 11.3 0210
2016 02 07 03 00 159  7.9 999 99.0 9999
2016 02 07 03 10 160  7.6 999 99.0 9999
2016 02 07 03 20 155  7.7 999 99.0 9999
2016 02 07 03 30 160  7.2 999 99.0 9999
2016 02 07 03 40 160  7.3 999 99.0 9999
