#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2019 03 28 05 00 170  6.0   MM    MM    MM    MM  MM 1012.7  11.2  10.5    MM   MM +1.8    MM
2019 03 28 04 50 160  7.0   MM    MM    MM    MM  MM 1012.4  11.2  10.5    MM   MM   MM    MM
2019 03 28 04 40 170  7.0   MM    MM    MM    MM  MM 1012.4  11.1  10.5    MM   MM   MM    MM
2019 03 28 04 30 160  6.0   MM    MM    MM    MM  MM 1012.3  11.0  10.5    MM   MM   MM    MM
2019 03 28 04 20 160  6.0   MM   2.4    MM    MM 208 1012.2  11.0  10.5    MM   MM   MM    MM
2019 03 28 04 10 160  5.0   MM   2.4     9    MM  MM 1012.1  10.9  10.5    MM   MM   MM    MM
2019 03 28 04 00 170  5.0   MM    MM    MM    MM  MM 1012.1  11.0  10.5    MM   MM   MM    MM
2019 03 28 03 50 180  5.0   MM    MM    MM    MM  MM 1012.0  11.0  10.5    MM   MM   MM    MM
2019 03 28 03 40 190  6.0   MM    MM    MM    MM  MM 1011.8  11.0  10.5    MM   MM   MM    MM
2019 03 28 03 30 200  6.0   MM    MM    MM    MM  MM 1011.5  11.0  10.5    MM   MM   MM    MM
2019 03 28 03 20 200  6.0   MM   2.4    MM    MM 211 1011.3  11.0  10.5    MM   MM   MM    MM
2019 03 28 03 10 200  6.0   MM   2.4     9    MM  MM 1011.2  11.0  10.5    MM   MM   MM    MM
2019 03 28 03 00 200  7.0   MM    MM    MM    MM  MM 1011.1  11.0  10.5    MM   MM +1.5    MM
2019 03 28 02 50 200  7.0   MM    MM    MM    MM  MM 1010.9  11.0  10.5    MM   MM   MM    MM
2019 03 28 02 40 200  7.0   MM    MM    MM    MM  MM 1010.8  11.0  10.5    MM   MM   MM    MM
2019 03 28 02 30 190  7.0   MM    MM    MM    MM  MM 1010.9  11.0  10.5    MM   MM   MM    MM
2019 03 28 02 20 190  6.0   MM   2.5    MM    MM 211 1010.9  11.0  10.5    MM   MM   MM    MM
2019 03 28 02 10 190  7.0   MM   2.5     7    MM  MM 1010.9  11.1  10.5    MM   MM   MM    MM
2019 03 28 02 00 200  7.0   MM    MM    MM    MM  MM 1010.8  11.1  10.5    MM   MM   MM    MM
2019 03 28 01 50 200  8.0   MM    MM    MM    MM  MM 1010.7  11.2  10.5    MM   MM   MM    MM
2019 03 28 01 40 190  8.0   MM    MM    MM    MM  MM 1010.5  11.2  10.5    MM   MM   MM    MM
2019 03 28 01 30 190  8.0   MM    MM    MM    MM  MM 1010.5  11.2  10.5    MM   MM   MM    MM
2019 03 28 01 20 200  8.0   MM   2.6    MM    MM 211 1010.5  11.2  10.5    MM   MM   MM    MM
2019 03 28 01 10 200  8.0   MM   2.6     7    MM  MM 1010.3  11.2  10.5    MM   MM   MM    MM
2019 03 28 01 00 200  9.0   MM    MM    MM    MM  MM 1010.2  11.2  10.5    MM   MM +2.3    MM
2019 03 28 00 50 190  9.0   MM    MM    MM    MM  MM 1010.0  11.2  10.5    MM   MM   MM    MM
2019 03 28 00 40 200  9.0   MM    MM    MM    MM  MM 1010.0  11.2  10.5    MM   MM   MM    MM
2019 03 28 00 30 190  9.0   MM    MM    MM    MM  MM 1009.7  11.2  10.5    MM   MM   MM    MM
2019 03 28 00 20 200  9.0   MM   2.5    MM    MM 213 1009.7  11.2  10.5    MM   MM   MM    MM
2019 03 28 00 10 200  9.0   MM   2.5     7    MM  MM 1009.7  11.1  10.5    MM   MM   MM    MM
2019 03 28 00 00 200  8.0   MM    MM    MM    MM  MM 1009.6  11.1  10.5    MM   MM   MM    MM
2019 03 27 23 50 200 10.0   MM    MM    MM    MM  MM 1009.4  11.2  10.5    MM   MM   MM    MM
2019 03 27 23 40 200 10.0   MM    MM    MM    MM  MM 1009.0  11.1  10.5    MM   MM   MM    MM
2019 03 27 23 30 200  9.0   MM    MM    MM    MM  MM 1009.1  10.7  10.5    MM   MM   MM    MM
2019 03 27 23 20 190  9.0   MM   2.3    MM    MM 218 1009.0  10.8  10.5    MM   MM   MM    MM
2019 03 27 23 10 190 10.0   MM   2.3     7    MM  MM 1008.9  10.7  10.5    MM   MM   MM    MM
2019 03 27 23 00 190 10.0   MM    MM    MM    MM  MM 1008.7  10.6  10.5    MM   MM +1.7    MM
2019 03 27 22 50 190 11.0   MM    MM    MM    MM  MM 1008.4  10.6  10.5    MM   MM   MM    MM
2019 03 27 22 40 190 10.0   MM    MM    MM    MM  MM 1008.4  10.6  10.5    MM   MM   MM    MM
2019 03 27 22 30 190 11.0   MM    MM    MM    MM  MM 1008.2  10.6  10.5    MM   MM   MM    MM
2019 03 27 22 20 190 10.0   MM   1.9    MM    MM 215 1008.2  10.5  10.5    MM   MM   MM    MM
2019 03 27 22 10 190 10.0   MM   1.9     6    MM  MM 1008.1  10.4  10.5    MM   MM   MM    MM
2019 03 27 22 00 200 10.0   MM    MM    MM    MM  MM 1008.0  10.4  10.5    MM   MM   MM    MM
2019 03 27 21 50 200  9.0   MM    MM    MM    MM  MM 1007.8  10.3  10.5    MM   MM   MM    MM
2019 03 27 21 40 190 10.0   MM    MM    MM    MM  MM 1007.6  10.3  10.5    MM   MM   MM    MM
2019 03 27 21 30 190 10.0   MM    MM    MM    MM  MM 1007.4  10.4  10.5    MM   MM   MM    MM
2019 03 27 21 20 190 12.0   MM   1.6    MM    MM 224 1007.2  10.5  10.5    MM   MM   MM    MM
2019 03 27 21 10 190 10.0   MM   1.6    10    MM  MM 1007.1  10.7  10.5    MM   MM   MM    MM
2019 03 27 21 00 200 11.0   MM    MM    MM    MM  MM 1007.1  10.6  10.5    MM   MM +1.5    MM
2019 03 27 20 50 190 10.0   MM    MM    MM    MM  MM 1007.2  10.7  10.5    MM   MM   MM    MM
2019 03 27 20 40 190  9.0   MM    MM    MM    MM  MM 1007.0  10.9  10.5    MM   MM   MM    MM
2019 03 27 20 30 180  9.0   MM    MM    MM    MM  MM 1007.0  11.0  10.5    MM   MM   MM    MM
2019 03 27 20 20 170  7.0   MM   1.3    MM    MM 238 1007.1  10.9  10.5    MM   MM   MM    MM
2019 03 27 20 10 160  6.0   MM   1.3    10    MM  MM 1007.0  10.5  10.5    MM   MM   MM    MM
2019 03 27 20 00 150  6.0   MM    MM    MM    MM  MM 1007.0   9.9  10.5    MM   MM   MM    MM
2019 03 27 19 50 130  5.0   MM    MM    MM    MM  MM 1007.0   9.5  10.5    MM   MM   MM    MM
2019 03 27 19 40 120  5.0   MM    MM    MM    MM  MM 1006.8   9.7  10.5    MM   MM   MM    MM
2019 03 27 19 30 120  5.0   MM    MM    MM    MM  MM 1006.5   9.8  10.5    MM   MM   MM    MM
2019 03 27 19 20 120  6.0   MM   1.3    MM    MM 238 1006.0   9.8  10.5    MM   MM   MM    MM
2019 03 27 19 10 130  6.0   MM   1.3    11    MM  MM 1005.8   9.8  10.5    MM   MM   MM    MM
2019 03 27 19 00 130  7.0   MM    MM    MM    MM  MM 1005.9  10.0  10.5    MM   MM +0.8    MM
2019 03 27 18 50 140  8.0   MM    MM    MM    MM  MM 1006.1  10.1  10.5    MM   MM   MM    MM
2019 03 27 18 40 150  6.0   MM    MM    MM    MM  MM 1006.3  10.0  10.5    MM   MM   MM    MM
2019 03 27 18 30 140  5.0   MM    MM    MM    MM  MM 1006.2  10.0  10.5    MM   MM   MM    MM
2019 03 27 18 20 120  5.0   MM   1.3    MM    MM 245 1006.0  10.1  10.5    MM   MM   MM    MM
2019 03 27 18 10 110  6.0   MM   1.3    11    MM  MM 1005.9  10.2  10.5    MM   MM   MM    MM
2019 03 27 18 00 120  6.0   MM    MM    MM    MM  MM 1005.7  10.3  10.5    MM   MM   MM    MM
2019 03 27 17 50 120  6.0   MM    MM    MM    MM  MM 1005.6  10.3  10.4    MM   MM   MM    MM
2019 03 27 17 40 120  6.0   MM    MM    MM    MM  MM 1005.5  10.4  10.4    MM   MM   MM    MM
2019 03 27 17 30 110  7.0   MM    MM    MM    MM  MM 1005.5  10.6  10.4    MM   MM   MM    MM
2019 03 27 17 20 110  6.0   MM   1.5    MM    MM 246 1005.3  10.6  10.4    MM   MM   MM    MM
2019 03 27 17 10 110  6.0   MM   1.5    11    MM  MM 1005.2  10.7  10.4    MM   MM   MM    MM
2019 03 27 17 00 100  6.0   MM    MM    MM    MM  MM 1005.1  10.6  10.4    MM   MM +0.0    MM
2019 03 27 16 50 110  6.0   MM    MM    MM    MM  MM 1005.1  10.5  10.4    MM   MM   MM    MM
2019 03 27 16 40 110  7.0   MM    MM    MM    MM  MM 1005.0  10.5  10.4    MM   MM   MM    MM
2019 03 27 16 30 100  7.0   MM    MM    MM    MM  MM 1004.9  10.4  10.4    MM   MM   MM    MM
2019 03 27 16 20 110  7.0   MM   1.2    MM    MM 239 1005.1  10.4  10.5    MM   MM   MM    MM
2019 03 27 16 10 110  7.0   MM   1.3    11    MM  MM 1005.0  10.3  10.5    MM   MM   MM    MM
2019 03 27 16 00 110  6.0   MM    MM    MM    MM  MM 1005.0  10.2  10.5    MM   MM   MM    MM
2019 03 27 15 50 120  6.0   MM    MM    MM    MM  MM 1005.1  10.2  10.5    MM   MM   MM    MM
2019 03 27 15 40 120  5.0   MM    MM    MM    MM  MM 1005.1  10.2  10.5    MM   MM   MM    MM
2019 03 27 15 30 120  4.0   MM    MM    MM    MM  MM 1005.0  10.0  10.5    MM   MM   MM    MM
2019 03 27 15 20 120  3.0   MM   1.5    MM    MM 243 1005.1   9.9  10.5    MM   MM   MM    MM
2019 03 27 15 10 130  3.0   MM   1.5    12    MM  MM 1005.2   9.8  10.5    MM   MM   MM    MM
2019 03 27 15 00 140  3.0   MM    MM    MM    MM  MM 1005.2   9.8  10.4    MM   MM -0.8    MM
2019 03 27 14 50 150  3.0   MM    MM    MM    MM  MM 1005.2   9.8  10.4    MM   MM   MM    MM
2019 03 27 14 40 150  4.0   MM    MM    MM    MM  MM 1005.3   9.8  10.4    MM   MM   MM    MM
2019 03 27 14 30 160  4.0   MM    MM    MM    MM  MM 1005.2   9.8  10.4    MM   MM   MM    MM
2019 03 27 14 20 160  4.0   MM   1.4    MM    MM 241 1005.2   9.8  10.4    MM   MM   MM    MM
2019 03 27 14 10 170  4.0   MM   1.4     8    MM  MM 1005.4   9.9  10.4    MM   MM   MM    MM
2019 03 27 14 00 170  5.0   MM    MM    MM    MM  MM 1005.3   9.9  10.4    MM   MM   MM    MM
2019 03 27 13 50 160  4.0   MM    MM    MM    MM  MM 1005.4   9.9  10.4    MM   MM   MM    MM
2019 03 27 13 40 160  4.0   MM    MM    MM    MM  MM 1005.5   9.8  10.4    MM   MM   MM    MM
2019 03 27 13 30 160  4.0   MM    MM    MM    MM  MM 1005.5   9.8  10.4    MM   MM   MM    MM
2019 03 27 13 20 170  4.0   MM   1.3    MM    MM 247 1005.5   9.8  10.4    MM   MM   MM    MM
2019 03 27 13 10 170  4.0   MM   1.3    12    MM  MM 1005.7   9.7  10.4    MM   MM   MM    MM
2019 03 27 13 00 160  4.0   MM    MM    MM    MM  MM 1005.8   9.7  10.4    MM   MM -1.7    MM
2019 03 27 12 50 150  4.0   MM    MM    MM    MM  MM 1005.7   9.6  10.4    MM   MM   MM    MM
2019 03 27 12 40 140  4.0   MM    MM    MM    MM  MM 1005.8   9.6  10.4    MM   MM   MM    MM
2019 03 27 12 30 140  5.0   MM    MM    MM    MM  MM 1005.7   9.7  10.4    MM   MM   MM    MM
2019 03 27 12 20 120  3.0   MM   1.4    MM    MM 248 1005.9   9.9  10.4    MM   MM   MM    MM
2019 03 27 12 10 100  3.0   MM   1.4     8    MM  MM 1005.9   9.7  10.4    MM   MM   MM    MM
2019 03 27 12 00 110  3.0   MM    MM    MM    MM  MM 1006.0   9.6  10.4    MM   MM   MM    MM
2019 03 27 11 50 110  3.0   MM    MM    MM    MM  MM 1006.0   9.6  10.4    MM   MM   MM    MM
2019 03 27 11 40 120  4.0   MM    MM    MM    MM  MM 1006.1   9.7  10.4    MM   MM   MM    MM
2019 03 27 11 30 110  4.0   MM    MM    MM    MM  MM 1006.4   9.9  10.4    MM   MM   MM    MM
2019 03 27 11 20 130  4.0   MM   1.4    MM    MM 250 1006.5  10.0  10.4    MM   MM   MM    MM
2019 03 27 11 10 110  3.0   MM   1.4    12    MM  MM 1006.5   9.8  10.4    MM   MM   MM    MM
2019 03 27 11 00  80  2.0   MM    MM    MM    MM  MM 1006.6   9.8  10.4    MM   MM -3.1    MM
2019 03 27 10 50  70  3.0   MM    MM    MM    MM  MM 1006.6   9.8  10.4    MM   MM   MM    MM
2019 03 27 10 40  50  5.0   MM    MM    MM    MM  MM 1006.5   9.7  10.4    MM   MM   MM    MM
2019 03 27 10 30  50  5.0   MM    MM    MM    MM  MM 1006.5   9.6  10.4    MM   MM   MM    MM
2019 03 27 10 20  50  5.0   MM   1.6    MM    MM 258 1006.9   9.6  10.4    MM   MM   MM    MM
2019 03 27 10 10  50  4.0   MM   1.6    11    MM  MM 1007.3   9.6  10.4    MM   MM   MM    MM
2019 03 27 10 00  50  4.0   MM    MM    MM    MM  MM 1007.5   9.6  10.4    MM   MM   MM    MM
2019 03 27 09 50  50  3.0   MM    MM    MM    MM  MM 1007.8   9.7  10.4    MM   MM   MM    MM
2019 03 27 09 40  50  3.0   MM    MM    MM    MM  MM 1007.9   9.6  10.4    MM   MM   MM    MM
2019 03 27 09 30  60  3.0   MM    MM    MM    MM  MM 1008.1   9.6  10.4    MM   MM   MM    MM
2019 03 27 09 20  60  3.0   MM   1.6    MM    MM 256 1008.3   9.7  10.4    MM   MM   MM    MM
2019 03 27 09 10  50  4.0   MM   1.6    11    MM  MM 1008.4   9.7  10.5    MM   MM   MM    MM
2019 03 27 09 00  50  4.0   MM    MM    MM    MM  MM 1008.6   9.7  10.5    MM   MM -3.0    MM
2019 03 27 08 50  60  4.0   MM    MM    MM    MM  MM 1008.9   9.8  10.5    MM   MM   MM    MM
2019 03 27 08 40  60  4.0   MM    MM    MM    MM  MM 1009.0   9.8  10.5    MM   MM   MM    MM
2019 03 27 08 30  60  4.0   MM    MM    MM    MM  MM 1009.1   9.8  10.5    MM   MM   MM    MM
2019 03 27 08 20  60  4.0   MM   1.4    MM    MM 258 1009.3   9.9  10.5    MM   MM   MM    MM
2019 03 27 08 10  50  5.0   MM   1.4    13    MM  MM 1009.5  10.0  10.5    MM   MM   MM    MM
2019 03 27 08 00  50  4.0   MM    MM    MM    MM  MM 1009.7   9.9  10.4    MM   MM   MM    MM
2019 03 27 07 50  50  4.0   MM    MM    MM    MM  MM 1009.8   9.9  10.4    MM   MM   MM    MM
2019 03 27 07 40  50  4.0   MM    MM    MM    MM  MM 1010.0   9.9  10.4    MM   MM   MM    MM
2019 03 27 07 30  40  5.0   MM    MM    MM    MM  MM 1010.2  10.1  10.4    MM   MM   MM    MM
2019 03 27 07 20  40  5.0   MM   1.4    MM    MM 254 1010.4  10.1  10.4    MM   MM   MM    MM
2019 03 27 07 10  40  5.0   MM   1.4    10    MM  MM 1010.5  10.1  10.4    MM   MM   MM    MM
2019 03 27 07 00  50  4.0   MM    MM    MM    MM  MM 1010.9  10.1  10.5    MM   MM -1.3    MM
2019 03 27 06 50  50  5.0   MM    MM    MM    MM  MM 1011.1  10.1  10.5    MM   MM   MM    MM
2019 03 27 06 40  50  5.0   MM    MM    MM    MM  MM 1011.1  10.2  10.5    MM   MM   MM    MM
2019 03 27 06 30  50  6.0   MM    MM    MM    MM  MM 1011.3  10.3  10.5    MM   MM   MM    MM
2019 03 27 06 20  40  6.0   MM   1.8    MM    MM 257 1011.3  10.4  10.5    MM   MM   MM    MM
2019 03 27 06 10  30  6.0   MM   1.8    13    MM  MM 1011.5  10.5  10.5    MM   MM   MM    MM
2019 03 27 06 00  30  6.0   MM    MM    MM    MM  MM 1011.5  10.5  10.5    MM   MM   MM    MM
2019 03 27 05 50  20  6.0   MM    MM    MM    MM  MM 1011.7  10.6  10.5    MM   MM   MM    MM
2019 03 27 05 40  20  5.0   MM    MM    MM    MM  MM 1012.0  10.6  10.5    MM   MM   MM    MM
2019 03 27 05 30  20  5.0   MM    MM    MM    MM  MM 1012.1  10.6  10.5    MM   MM   MM    MM
2019 03 27 05 20  20  5.0   MM   1.8    MM    MM 257 1012.1  10.6  10.5    MM   MM   MM    MM
2019 03 27 05 10  20  6.0   MM   1.8    11    MM  MM 1012.1  10.6  10.7    MM   MM   MM    MM
2019 03 27 05 00  20  5.0   MM    MM    MM    MM  MM 1012.3  10.6  10.8    MM   MM -0.8    MM
2019 03 27 04 50  20  5.0   MM    MM    MM    MM  MM 1012.3  10.6  10.8    MM   MM   MM    MM
2019 03 27 04 40  20  5.0   MM    MM    MM    MM  MM 1012.4  10.6  10.8    MM   MM   MM    MM
2019 03 27 04 30  20  6.0   MM    MM    MM    MM  MM 1012.3  10.6  10.9    MM   MM   MM    MM
2019 03 27 04 20  30  6.0   MM   1.8    MM    MM 254 1012.3  10.7  10.9    MM   MM   MM    MM
2019 03 27 04 10  30  6.0   MM   1.8    12    MM  MM 1012.4  10.7  10.9    MM   MM   MM    MM
2019 03 27 04 00  30  6.0   MM    MM    MM    MM  MM 1012.2  10.7  10.9    MM   MM   MM    MM
2019 03 27 03 50  30  5.0   MM    MM    MM    MM  MM 1012.3  10.7  10.9    MM   MM   MM    MM
2019 03 27 03 40  30  5.0   MM    MM    MM    MM  MM 1012.3  10.7  10.9    MM   MM   MM    MM
2019 03 27 03 30  30  5.0   MM    MM    MM    MM  MM 1012.4  10.7  10.9    MM   MM   MM    MM
2019 03 27 03 20  30  5.0   MM   1.9    MM    MM 259 1012.4  10.7  10.9    MM   MM   MM    MM
2019 03 27 03 10  30  5.0   MM   1.9    12    MM  MM 1012.3  10.7  10.9    MM   MM   MM    MM
2019 03 27 03 00  30  5.0   MM    MM    MM    MM  MM 1012.3  10.7  10.9    MM   MM -1.8    MM
2019 03 27 02 50  30  5.0   MM    MM    MM    MM  MM 1012.4  10.7  10.9    MM   MM   MM    MM
2019 03 27 02 40  30  4.0   MM    MM    MM    MM  MM 1012.6  10.8  10.9    MM   MM   MM    MM
2019 03 27 02 30  20  4.0   MM    MM    MM    MM  MM 1012.7  10.8  10.9    MM   MM   MM    MM
2019 03 27 02 20  30  4.0   MM   1.8    MM    MM 254 1012.8  10.8  10.9    MM   MM   MM    MM
2019 03 27 02 10  30  4.0   MM   1.8    12    MM  MM 1012.9  10.9  10.9    MM   MM   MM    MM
2019 03 27 02 00  30  3.0   MM    MM    MM    MM  MM 1013.1  10.9  10.9    MM   MM   MM    MM
2019 03 27 01 50  20  3.0   MM    MM    MM    MM  MM 1013.1  11.0  10.9    MM   MM   MM    MM
2019 03 27 01 40  20  3.0   MM    MM    MM    MM  MM 1013.3  11.1  10.9    MM   MM   MM    MM
2019 03 27 01 30  20  3.0   MM    MM    MM    MM  MM 1013.4  11.2  11.0    MM   MM   MM    MM
2019 03 27 01 20  20  2.0   MM   1.9    MM    MM 252 1013.5  11.2  10.9    MM   MM   MM    MM
2019 03 27 01 10  10  2.0   MM   1.9    12    MM  MM 1013.5  11.1  10.8    MM   MM   MM    MM
2019 03 27 01 00  10  2.0   MM    MM    MM    MM  MM 1013.7  11.1  10.8    MM   MM   MM    MM
2019 03 27 00 50  10  3.0   MM    MM    MM    MM  MM 1013.8  11.1  10.8    MM   MM   MM    MM
2019 03 27 00 40 360  2.0   MM    MM    MM    MM  MM 1013.8  11.1  10.8    MM   MM   MM    MM
2019 03 27 00 30 360  3.0   MM    MM    MM    MM  MM 1014.0  11.0  11.0    MM   MM   MM    MM
2019 03 27 00 20 350  2.0   MM   1.9    MM    MM 258 1014.0  11.1  11.0    MM   MM   MM    MM
2019 03 27 00 10 340  2.0   MM   1.9    12    MM  MM 1014.1  11.2  11.0    MM   MM   MM    MM
2019 03 27 00 00 340  2.0   MM    MM    MM    MM  MM 1014.1  11.3  11.0    MM   MM   MM    MM
2019 03 26 20 30 160  2.0   MM    MM    MM    MM  MM 1016.3  11.7  10.6    MM   MM   MM    MM
2019 03 26 20 20 140  2.0   MM   2.1    MM    MM 258 1016.3  11.5  10.6    MM   MM   MM    MM
2019 03 26 20 10 140  2.0   MM   2.1    13    MM  MM 1016.3  11.4  10.6    MM   MM   MM    MM
2019 03 26 19 50 140  3.0   MM    MM    MM    MM  MM 1016.5  11.3  10.6    MM   MM   MM    MM
2019 03 26 19 40 150  3.0   MM    MM    MM    MM  MM 1016.6  11.3  10.6    MM   MM   MM    MM
2019 03 26 19 30 140  3.0   MM    MM    MM    MM  MM 1016.6  11.2  10.6    MM   MM   MM    MM
2019 03 26 19 20 140  4.0   MM   1.9    MM    MM 246 1016.8  11.1  10.6    MM   MM   MM    MM
2019 03 26 19 10 140  4.0   MM   1.9    13    MM  MM 1016.8  10.9  10.5    MM   MM   MM    MM
2019 03 26 19 00 120  3.0   MM    MM    MM    MM  MM 1017.0  10.7  10.5    MM   MM +0.4    MM
2019 03 26 18 50 120  3.0   MM    MM    MM    MM  MM 1017.0  10.6  10.5    MM   MM   MM    MM
2019 03 26 18 40 120  4.0   MM    MM    MM    MM  MM 1017.0  10.5  10.5    MM   MM   MM    MM
2019 03 26 18 30 120  4.0   MM    MM    MM    MM  MM 1017.0  10.3  10.4    MM   MM   MM    MM
2019 03 26 18 20 120  4.0   MM   2.0    MM    MM 247 1016.9  10.0  10.4    MM   MM   MM    MM
2019 03 26 18 10 120  4.0   MM   2.0    13    MM  MM 1017.0   9.9  10.4    MM   MM   MM    MM
2019 03 26 18 00 120  4.0   MM    MM    MM    MM  MM 1017.0   9.7  10.4    MM   MM   MM    MM
2019 03 26 17 50 120  4.0   MM    MM    MM    MM  MM 1016.9   9.6  10.4    MM   MM   MM    MM
2019 03 26 17 40 120  5.0   MM    MM    MM    MM  MM 1016.8   9.5  10.4    MM   MM   MM    MM
2019 03 26 17 30 110  5.0   MM    MM    MM    MM  MM 1016.8   9.3  10.4    MM   MM   MM    MM
2019 03 26 17 20 110  5.0   MM   2.1    MM    MM 240 1016.7   9.2  10.4    MM   MM   MM    MM
2019 03 26 17 10 110  5.0   MM   2.1    13    MM  MM 1016.8   9.0  10.4    MM   MM   MM    MM
2019 03 26 17 00 120  5.0   MM    MM    MM    MM  MM 1016.8   8.9  10.4    MM   MM +0.5    MM
2019 03 26 16 50 120  5.0   MM    MM    MM    MM  MM 1016.7   8.8  10.3    MM   MM   MM    MM
2019 03 26 16 40 120  5.0   MM    MM    MM    MM  MM 1016.8   8.7  10.3    MM   MM   MM    MM
2019 03 26 16 30 110  5.0   MM    MM    MM    MM  MM 1016.8   8.7  10.3    MM   MM   MM    MM
2019 03 26 16 20 110  5.0   MM   2.2    MM    MM 248 1016.6   8.7  10.3    MM   MM   MM    MM
2019 03 26 16 10 110  5.0   MM   2.2    13    MM  MM 1016.6   8.7  10.3    MM   MM   MM    MM
2019 03 26 16 00 120  5.0   MM    MM    MM    MM  MM 1016.6   8.7  10.3    MM   MM   MM    MM
2019 03 26 15 50 110  5.0   MM    MM    MM    MM  MM 1016.6   8.6  10.3    MM   MM   MM    MM
2019 03 26 15 40 110  5.0   MM    MM    MM    MM  MM 1016.5   8.6  10.3    MM   MM   MM    MM
2019 03 26 15 30 110  6.0   MM    MM    MM    MM  MM 1016.4   8.5  10.3    MM   MM   MM    MM
2019 03 26 15 20 110  6.0   MM   2.2    MM    MM 244 1016.5   8.4  10.3    MM   MM   MM    MM
2019 03 26 15 10 120  6.0   MM   2.2    13    MM  MM 1016.3   8.4  10.3    MM   MM   MM    MM
2019 03 26 15 00 110  6.0   MM    MM    MM    MM  MM 1016.2   8.5  10.3    MM   MM +0.0    MM
2019 03 26 14 50 120  6.0   MM    MM    MM    MM  MM 1016.3   8.5  10.3    MM   MM   MM    MM
2019 03 26 14 40 110  6.0   MM    MM    MM    MM  MM 1016.3   8.3  10.3    MM   MM   MM    MM
2019 03 26 14 30 110  6.0   MM    MM    MM    MM  MM 1016.3   8.2  10.3    MM   MM   MM    MM
2019 03 26 14 20 110  5.0   MM   2.3    MM    MM 247 1016.4   8.4  10.3    MM   MM   MM    MM
2019 03 26 14 10 120  5.0   MM   2.3    13    MM  MM 1016.3   8.6  10.3    MM   MM   MM    MM
2019 03 26 14 00 120  6.0   MM    MM    MM    MM  MM 1016.3   8.9  10.3    MM   MM   MM    MM
2019 03 26 13 50 130  6.0   MM    MM    MM    MM  MM 1016.5   8.9  10.3    MM   MM   MM    MM
2019 03 26 13 40 130  6.0   MM    MM    MM    MM  MM 1016.4   9.0  10.3    MM   MM   MM    MM
2019 03 26 13 30 140  6.0   MM    MM    MM    MM  MM 1016.3   9.0  10.3    MM   MM   MM    MM
2019 03 26 13 20 140  5.0   MM   2.5    MM    MM 245 1016.4   9.1  10.3    MM   MM   MM    MM
2019 03 26 13 10 140  5.0   MM   2.5    14    MM  MM 1016.4   9.1  10.3    MM   MM   MM    MM
2019 03 26 13 00 130  5.0   MM    MM    MM    MM  MM 1016.4   9.1  10.3    MM   MM +0.0    MM
2019 03 26 12 50 140  6.0   MM    MM    MM    MM  MM 1016.4   9.0  10.3    MM   MM   MM    MM
2019 03 26 12 40 150  6.0   MM    MM    MM    MM  MM 1016.4   9.0  10.4    MM   MM   MM    MM
2019 03 26 12 30 150  5.0   MM    MM    MM    MM  MM 1016.4   9.2  10.4    MM   MM   MM    MM
2019 03 26 12 20 150  6.0   MM   2.6    MM    MM 243 1016.4   9.2  10.4    MM   MM   MM    MM
2019 03 26 12 10 150  6.0   MM   2.6    13    MM  MM 1016.4   9.2  10.4    MM   MM   MM    MM
2019 03 26 12 00 150  6.0   MM    MM    MM    MM  MM 1016.3   9.1  10.4    MM   MM   MM    MM
2019 03 26 11 50 150  6.0   MM    MM    MM    MM  MM 1016.2   9.2  10.4    MM   MM   MM    MM
2019 03 26 11 40 150  6.0   MM    MM    MM    MM  MM 1016.2   9.2  10.4    MM   MM   MM    MM
2019 03 26 11 30 150  6.0   MM    MM    MM    MM  MM 1016.3   9.1  10.4    MM   MM   MM    MM
2019 03 26 11 20 150  6.0   MM   2.9    MM    MM 249 1016.1   9.1  10.4    MM   MM   MM    MM
2019 03 26 11 10 150  6.0   MM   2.9    14    MM  MM 1016.4   9.0  10.4    MM   MM   MM    MM
2019 03 26 11 00 150  6.0   MM    MM    MM    MM  MM 1016.4   9.1  10.4    MM   MM +0.0    MM
2019 03 26 10 50 150  6.0   MM    MM    MM    MM  MM 1016.4   9.0  10.4    MM   MM   MM    MM
2019 03 26 10 40 150  7.0   MM    MM    MM    MM  MM 1016.3   9.0  10.4    MM   MM   MM    MM
2019 03 26 10 30 150  7.0   MM    MM    MM    MM  MM 1016.3   9.0  10.4    MM   MM   MM    MM
2019 03 26 10 20 150  6.0   MM   3.3    MM    MM 255 1016.3   9.1  10.4    MM   MM   MM    MM
2019 03 26 10 10 150  6.0   MM   3.3    13    MM  MM 1016.4   9.1  10.4    MM   MM   MM    MM
2019 03 26 10 00 160  6.0   MM    MM    MM    MM  MM 1016.5   9.3  10.4    MM   MM   MM    MM
2019 03 26 09 50 170  7.0   MM    MM    MM    MM  MM 1016.4   9.5  10.4    MM   MM   MM    MM
2019 03 26 09 40 170  8.0   MM    MM    MM    MM  MM 1016.3   9.5  10.4    MM   MM   MM    MM
2019 03 26 09 30 160  7.0   MM    MM    MM    MM  MM 1016.2   9.5  10.4    MM   MM   MM    MM
2019 03 26 09 20 160  6.0   MM   2.8    MM    MM 245 1016.3   9.3  10.4    MM   MM   MM    MM
2019 03 26 09 10 160  6.0   MM   2.8    15    MM  MM 1016.3   9.3  10.4    MM   MM   MM    MM
