#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2019 02 27 09 30  60  6.0   MM    MM    MM    MM  MM 1004.0   1.1   9.0    MM   MM   MM    MM
2019 02 27 09 20  60  6.0   MM   0.8    MM    MM 293 1004.0   1.0   9.0    MM   MM   MM    MM
2019 02 27 09 10  50  5.0   MM   0.8     9    MM  MM 1004.1   0.8   9.0    MM   MM   MM    MM
2019 02 27 09 00  60  5.0   MM    MM    MM    MM  MM 1004.0   0.8   9.0    MM   MM -1.8    MM
2019 02 27 08 50  60  4.0   MM    MM    MM    MM  MM 1004.0   0.8   9.0    MM   MM   MM    MM
2019 02 27 08 40  70  5.0   MM    MM    MM    MM  MM 1004.0   0.9   9.0    MM   MM   MM    MM
2019 02 27 08 30  80  5.0   MM    MM    MM    MM  MM 1004.2   0.9   9.0    MM   MM   MM    MM
2019 02 27 08 20  80  5.0   MM   0.9    MM    MM 272 1004.3   1.0   9.0    MM   MM   MM    MM
2019 02 27 08 10  70  5.0   MM   0.9     9    MM  MM 1004.3   1.3   9.0    MM   MM   MM    MM
2019 02 27 08 00  70  6.0   MM    MM    MM    MM  MM 1004.4   1.4   9.0    MM   MM   MM    MM
2019 02 27 07 50  70  7.0   MM    MM    MM    MM  MM 1004.5   1.5   9.0    MM   MM   MM    MM
2019 02 27 07 40  70  6.0   MM    MM    MM    MM  MM 1004.4   1.4   9.0    MM   MM   MM    MM
2019 02 27 07 30  70  6.0   MM    MM    MM    MM  MM 1004.6   1.3   9.1    MM   MM   MM    MM
2019 02 27 07 20  60  7.0   MM   0.9    MM    MM 283 1004.6   1.0   9.1    MM   MM   MM    MM
2019 02 27 07 10  70  7.0   MM   0.9     9    MM  MM 1004.3   1.0   9.0    MM   MM   MM    MM
2019 02 27 07 00  70  6.0   MM    MM    MM    MM  MM 1003.9   0.8   9.0    MM   MM -2.2    MM
2019 02 27 06 50  60  5.0   MM    MM    MM    MM  MM 1004.2   0.7   9.1    MM   MM   MM    MM
2019 02 27 06 40  80  4.0   MM    MM    MM    MM  MM 1004.8   0.9   9.1    MM   MM   MM    MM
2019 02 27 06 30  90  5.0   MM    MM    MM    MM  MM 1004.6   1.1   9.1    MM   MM   MM    MM
2019 02 27 06 20  90  5.0   MM   0.8    MM    MM 263 1005.0   1.5   9.1    MM   MM   MM    MM
2019 02 27 06 10  90  4.0   MM   0.8     8    MM  MM 1005.5   2.0   9.1    MM   MM   MM    MM
2019 02 27 06 00  90  4.0   MM    MM    MM    MM  MM 1005.8   2.1   9.1    MM   MM   MM    MM
2019 02 27 05 50 100  4.0   MM    MM    MM    MM  MM 1005.7   2.3   9.1    MM   MM   MM    MM
2019 02 27 05 40  70  6.0   MM    MM    MM    MM  MM 1005.4   2.5   9.1    MM   MM   MM    MM
2019 02 27 05 30  70  6.0   MM    MM    MM    MM  MM 1005.2   2.5   9.2    MM   MM   MM    MM
2019 02 27 05 20  70  6.0   MM   0.9    MM    MM 300 1005.1   2.5   9.2    MM   MM   MM    MM
2019 02 27 05 10  60  7.0   MM   0.9     9    MM  MM 1005.0   2.6   9.2    MM   MM   MM    MM
2019 02 27 05 00  60  6.0   MM    MM    MM    MM  MM 1005.0   2.6   9.2    MM   MM -2.1    MM
2019 02 27 04 50  60  6.0   MM    MM    MM    MM  MM 1004.3   2.7   9.2    MM   MM   MM    MM
2019 02 27 04 40  80  7.0   MM    MM    MM    MM  MM 1004.5   2.8   9.2    MM   MM   MM    MM
2019 02 27 04 30  90  8.0   MM    MM    MM    MM  MM 1004.7   3.0   9.2    MM   MM   MM    MM
2019 02 27 04 20  90  9.0   MM   0.9    MM    MM 274 1005.2   3.0   9.2    MM   MM   MM    MM
2019 02 27 04 10  90  8.0   MM   0.9     9    MM  MM 1005.7   3.5   9.2    MM   MM   MM    MM
2019 02 27 04 00  90  7.0   MM    MM    MM    MM  MM 1006.1   3.8   9.2    MM   MM   MM    MM
2019 02 27 03 50  90  6.0   MM    MM    MM    MM  MM 1006.2   3.9   9.2    MM   MM   MM    MM
2019 02 27 03 40  90  6.0   MM    MM    MM    MM  MM 1006.5   3.9   9.2    MM   MM   MM    MM
2019 02 27 03 30  80  6.0   MM    MM    MM    MM  MM 1006.6   3.9   9.2    MM   MM   MM    MM
2019 02 27 03 20  70  6.0   MM   0.9    MM    MM 312 1006.7   3.9   9.2    MM   MM   MM    MM
2019 02 27 03 10  80  6.0   MM   0.9     9    MM  MM 1007.0   4.0   9.2    MM   MM   MM    MM
2019 02 27 03 00  80  7.0   MM    MM    MM    MM  MM 1007.1   4.0   9.2    MM   MM -1.2    MM
2019 02 27 02 50  80  7.0   MM    MM    MM    MM  MM 1007.2   4.1   9.3    MM   MM   MM    MM
2019 02 27 02 40  70  8.0   MM    MM    MM    MM  MM 1007.1   4.2   9.3    MM   MM   MM    MM
2019 02 27 02 30  80  8.0   MM    MM    MM    MM  MM 1007.0   4.3   9.3    MM   MM   MM    MM
2019 02 27 02 20  80  8.0   MM   1.0    MM    MM 311 1006.9   4.4   9.3    MM   MM   MM    MM
2019 02 27 02 10  80  8.0   MM   1.0     9    MM  MM 1006.9   4.6   9.3    MM   MM   MM    MM
2019 02 27 02 00  80  9.0   MM    MM    MM    MM  MM 1007.1   4.7   9.3    MM   MM   MM    MM
2019 02 27 01 50  80  9.0   MM    MM    MM    MM  MM 1007.2   4.7   9.3    MM   MM   MM    MM
2019 02 27 01 40  80  8.0   MM    MM    MM    MM  MM 1007.3   4.9   9.3    MM   MM   MM    MM
2019 02 27 01 30  80  8.0   MM    MM    MM    MM  MM 1007.4   5.0   9.3    MM   MM   MM    MM
2019 02 27 01 20  80  8.0   MM   0.9    MM    MM 277 1007.5   5.1   9.2    MM   MM   MM    MM
2019 02 27 01 10  80  8.0   MM   0.9     9    MM  MM 1007.7   5.2   9.2    MM   MM   MM    MM
2019 02 27 01 00  70  7.0   MM    MM    MM    MM  MM 1007.9   5.3   9.3    MM   MM -2.1    MM
2019 02 27 00 50  80  8.0   MM    MM    MM    MM  MM 1008.1   5.4   9.3    MM   MM   MM    MM
2019 02 27 00 40  80  7.0   MM    MM    MM    MM  MM 1008.4   5.4   9.3    MM   MM   MM    MM
2019 02 27 00 30  80  6.0   MM    MM    MM    MM  MM 1008.2   5.4   9.3    MM   MM   MM    MM
2019 02 27 00 20  80  6.0   MM   1.0    MM    MM 294 1008.2   5.4   9.3    MM   MM   MM    MM
2019 02 27 00 10  80  7.0   MM   1.0     9    MM  MM 1008.2   5.5   9.3    MM   MM   MM    MM
2019 02 27 00 00  80  6.0   MM    MM    MM    MM  MM 1008.3   5.4   9.3    MM   MM   MM    MM
2019 02 26 23 50  70  7.0   MM    MM    MM    MM  MM 1008.3   5.4   9.3    MM   MM   MM    MM
2019 02 26 23 40  80  8.0   MM    MM    MM    MM  MM 1008.4   5.5   9.4    MM   MM   MM    MM
2019 02 26 23 30  70  8.0   MM    MM    MM    MM  MM 1008.6   5.4   9.4    MM   MM   MM    MM
2019 02 26 23 20  80  8.0   MM   1.0    MM    MM 292 1008.7   5.4   9.4    MM   MM   MM    MM
2019 02 26 23 10  80  8.0   MM   1.0     9    MM  MM 1008.9   5.5   9.4    MM   MM   MM    MM
2019 02 26 23 00  70  7.0   MM    MM    MM    MM  MM 1009.1   5.5   9.4    MM   MM -3.0    MM
2019 02 26 22 50  90  7.0   MM    MM    MM    MM  MM 1009.4   5.5   9.4    MM   MM   MM    MM
2019 02 26 22 40  80  7.0   MM    MM    MM    MM  MM 1009.6   5.6   9.4    MM   MM   MM    MM
2019 02 26 22 30  70  8.0   MM    MM    MM    MM  MM 1009.3   5.6   9.4    MM   MM   MM    MM
2019 02 26 22 20  70  8.0   MM   1.1    MM    MM 245 1009.6   5.6   9.4    MM   MM   MM    MM
2019 02 26 22 10  80  8.0   MM   1.1     9    MM  MM 1009.7   5.6   9.4    MM   MM   MM    MM
2019 02 26 22 00  90  7.0   MM    MM    MM    MM  MM 1010.0   5.8   9.4    MM   MM   MM    MM
2019 02 26 21 50  90  6.0   MM    MM    MM    MM  MM 1010.2   5.6   9.4    MM   MM   MM    MM
2019 02 26 21 40  90  6.0   MM    MM    MM    MM  MM 1010.2   5.3   9.4    MM   MM   MM    MM
2019 02 26 21 30  90  5.0   MM    MM    MM    MM  MM 1010.3   5.4   9.4    MM   MM   MM    MM
2019 02 26 21 20  70  5.0   MM   0.9    MM    MM 248 1010.4   5.5   9.4    MM   MM   MM    MM
2019 02 26 21 10  50  5.0   MM   0.9     8    MM  MM 1010.6   5.4   9.3    MM   MM   MM    MM
2019 02 26 21 00  50  5.0   MM    MM    MM    MM  MM 1010.9   5.3   9.3    MM   MM -2.6    MM
2019 02 26 20 50  50  5.0   MM    MM    MM    MM  MM 1011.2   5.3   9.3    MM   MM   MM    MM
2019 02 26 20 40  40  5.0   MM    MM    MM    MM  MM 1011.5   5.3   9.3    MM   MM   MM    MM
2019 02 26 20 30  50  5.0   MM    MM    MM    MM  MM 1011.7   5.3   9.3    MM   MM   MM    MM
2019 02 26 20 20  50  5.0   MM   1.0    MM    MM 249 1011.8   5.2   9.4    MM   MM   MM    MM
2019 02 26 20 10  50  5.0   MM   1.0     9    MM  MM 1012.1   5.2   9.4    MM   MM   MM    MM
2019 02 26 20 00  70  7.0   MM    MM    MM    MM  MM 1012.1   5.1   9.4    MM   MM   MM    MM
2019 02 26 19 50  80  7.0   MM    MM    MM    MM  MM 1012.4   4.9   9.4    MM   MM   MM    MM
2019 02 26 19 40  80  6.0   MM    MM    MM    MM  MM 1012.6   4.7   9.4    MM   MM   MM    MM
2019 02 26 19 30  70  6.0   MM    MM    MM    MM  MM 1012.7   4.4   9.4    MM   MM   MM    MM
2019 02 26 19 20  70  6.0   MM   1.1    MM    MM 234 1012.7   4.1   9.4    MM   MM   MM    MM
2019 02 26 19 10  80  6.0   MM   1.1     8    MM  MM 1013.0   3.8   9.4    MM   MM   MM    MM
2019 02 26 19 00  80  5.0   MM    MM    MM    MM  MM 1013.2   3.5   9.5    MM   MM +0.0    MM
2019 02 26 18 50  80  5.0   MM    MM    MM    MM  MM 1013.2   3.2   9.5    MM   MM   MM    MM
2019 02 26 18 40  80  5.0   MM    MM    MM    MM  MM 1013.4   2.9   9.5    MM   MM   MM    MM
2019 02 26 18 30  90  5.0   MM    MM    MM    MM  MM 1013.4   2.9   9.4    MM   MM   MM    MM
2019 02 26 18 20  90  6.0   MM   1.2    MM    MM 231 1013.3   2.9   9.4    MM   MM   MM    MM
2019 02 26 18 10  80  6.0   MM   1.2     9    MM  MM 1013.4   2.7   9.4    MM   MM   MM    MM
2019 02 26 18 00  80  7.0   MM    MM    MM    MM  MM 1013.5   2.7   9.4    MM   MM   MM    MM
2019 02 26 17 50  80  7.0   MM    MM    MM    MM  MM 1013.6   2.8   9.4    MM   MM   MM    MM
2019 02 26 17 40  80  7.0   MM    MM    MM    MM  MM 1013.6   2.8   9.4    MM   MM   MM    MM
2019 02 26 17 30  90  7.0   MM    MM    MM    MM  MM 1013.6   2.7   9.4    MM   MM   MM    MM
2019 02 26 17 20  90  7.0   MM   1.2    MM    MM 228 1013.7   2.6   9.4    MM   MM   MM    MM
2019 02 26 17 10 100  8.0   MM   1.2     9    MM  MM 1013.8   2.4   9.4    MM   MM   MM    MM
2019 02 26 17 00  90  8.0   MM    MM    MM    MM  MM 1013.9   2.3   9.4    MM   MM +1.2    MM
2019 02 26 16 50 100  9.0   MM    MM    MM    MM  MM 1013.8   2.3   9.4    MM   MM   MM    MM
2019 02 26 16 40 100  9.0   MM    MM    MM    MM  MM 1013.7   2.3   9.3    MM   MM   MM    MM
2019 02 26 16 30 100 10.0   MM    MM    MM    MM  MM 1013.6   2.3   9.3    MM   MM   MM    MM
2019 02 26 16 20 100 10.0   MM   1.3    MM    MM 217 1013.4   2.4   9.3    MM   MM   MM    MM
2019 02 26 16 10 100  9.0   MM   1.3    10    MM  MM 1013.3   2.5   9.3    MM   MM   MM    MM
2019 02 26 16 00 100  9.0   MM    MM    MM    MM  MM 1013.3   2.6   9.4    MM   MM   MM    MM
2019 02 26 15 50 100  9.0   MM    MM    MM    MM  MM 1013.2   2.7   9.3    MM   MM   MM    MM
2019 02 26 15 40 100  9.0   MM    MM    MM    MM  MM 1013.2   2.7   9.3    MM   MM   MM    MM
2019 02 26 15 30 100  8.0   MM    MM    MM    MM  MM 1013.2   2.5   9.3    MM   MM   MM    MM
2019 02 26 15 20 100  8.0   MM   1.2    MM    MM 216 1013.3   2.3   9.3    MM   MM   MM    MM
2019 02 26 15 10 100  8.0   MM   1.2     8    MM  MM 1013.2   2.3   9.3    MM   MM   MM    MM
2019 02 26 15 00 100  8.0   MM    MM    MM    MM  MM 1013.0   2.3   9.3    MM   MM +0.0    MM
2019 02 26 14 50 100  8.0   MM    MM    MM    MM  MM 1013.0   2.4   9.3    MM   MM   MM    MM
2019 02 26 14 40 100  7.0   MM    MM    MM    MM  MM 1013.0   2.4   9.3    MM   MM   MM    MM
2019 02 26 14 30 100  7.0   MM    MM    MM    MM  MM 1012.8   2.6   9.4    MM   MM   MM    MM
2019 02 26 14 20 100  7.0   MM   1.5    MM    MM 218 1012.9   2.5   9.4    MM   MM   MM    MM
2019 02 26 14 10 100  8.0   MM   1.5     9    MM  MM 1012.8   2.7   9.4    MM   MM   MM    MM
2019 02 26 14 00 100  7.0   MM    MM    MM    MM  MM 1012.7   2.8   9.4    MM   MM   MM    MM
2019 02 26 13 50 100  7.0   MM    MM    MM    MM  MM 1012.8   2.9   9.4    MM   MM   MM    MM
2019 02 26 13 40 100  7.0   MM    MM    MM    MM  MM 1012.6   2.8   9.4    MM   MM   MM    MM
2019 02 26 13 30 100  7.0   MM    MM    MM    MM  MM 1012.7   2.9   9.4    MM   MM   MM    MM
2019 02 26 13 20 110  7.0   MM   1.4    MM    MM 224 1012.7   2.9   9.4    MM   MM   MM    MM
2019 02 26 13 10 110  6.0   MM   1.4     9    MM  MM 1012.6   2.9   9.4    MM   MM   MM    MM
2019 02 26 13 00 110  7.0   MM    MM    MM    MM  MM 1012.7   3.0   9.4    MM   MM +0.0    MM
2019 02 26 12 50 100  7.0   MM    MM    MM    MM  MM 1012.6   3.0   9.4    MM   MM   MM    MM
2019 02 26 12 40 100  7.0   MM    MM    MM    MM  MM 1012.8   2.9   9.4    MM   MM   MM    MM
2019 02 26 12 30 110  7.0   MM    MM    MM    MM  MM 1012.9   3.0   9.4    MM   MM   MM    MM
2019 02 26 12 20 110  6.0   MM   1.5    MM    MM 223 1012.8   2.9   9.4    MM   MM   MM    MM
2019 02 26 12 10 110  6.0   MM   1.5     8    MM  MM 1012.8   3.1   9.3    MM   MM   MM    MM
2019 02 26 12 00 100  6.0   MM    MM    MM    MM  MM 1012.8   3.0   9.3    MM   MM   MM    MM
2019 02 26 11 50 110  7.0   MM    MM    MM    MM  MM 1012.9   3.1   9.3    MM   MM   MM    MM
2019 02 26 11 40 100  6.0   MM    MM    MM    MM  MM 1012.9   3.1   9.3    MM   MM   MM    MM
2019 02 26 11 30 100  6.0   MM    MM    MM    MM  MM 1012.8   3.0   9.3    MM   MM   MM    MM
2019 02 26 11 20 100  6.0   MM   1.5    MM    MM 229 1012.7   3.1   9.3    MM   MM   MM    MM
2019 02 26 11 10 110  6.0   MM   1.5     9    MM  MM 1012.8   3.3   9.3    MM   MM   MM    MM
2019 02 26 11 00 110  6.0   MM    MM    MM    MM  MM 1012.8   3.3   9.4    MM   MM +1.2    MM
2019 02 26 10 50 110  6.0   MM    MM    MM    MM  MM 1012.7   3.3   9.4    MM   MM   MM    MM
2019 02 26 10 40 110  6.0   MM    MM    MM    MM  MM 1012.7   3.2   9.4    MM   MM   MM    MM
2019 02 26 10 30 110  6.0   MM    MM    MM    MM  MM 1012.7   3.4   9.5    MM   MM   MM    MM
2019 02 26 10 20 110  5.0   MM   1.3    MM    MM 249 1012.7   3.4   9.4    MM   MM   MM    MM
2019 02 26 10 10 110  5.0   MM   1.3     9    MM  MM 1012.7   3.5   9.5    MM   MM   MM    MM
2019 02 26 10 00 110  5.0   MM    MM    MM    MM  MM 1012.7   3.6   9.6    MM   MM   MM    MM
2019 02 26 09 50 120  5.0   MM    MM    MM    MM  MM 1012.6   3.7   9.6    MM   MM   MM    MM
2019 02 26 09 40 120  5.0   MM    MM    MM    MM  MM 1012.6   3.8   9.6    MM   MM   MM    MM
2019 02 26 09 30 120  5.0   MM    MM    MM    MM  MM 1012.5   3.8   9.6    MM   MM   MM    MM
2019 02 26 09 20 130  5.0   MM   1.4    MM    MM 239 1012.4   3.7   9.6    MM   MM   MM    MM
2019 02 26 09 10 120  5.0   MM   1.4     9    MM  MM 1012.3   3.7   9.7    MM   MM   MM    MM
2019 02 26 09 00 130  6.0   MM    MM    MM    MM  MM 1012.2   3.6   9.7    MM   MM +1.2    MM
2019 02 26 08 50 130  6.0   MM    MM    MM    MM  MM 1012.0   3.6   9.7    MM   MM   MM    MM
2019 02 26 08 40 120  6.0   MM    MM    MM    MM  MM 1011.9   3.7   9.7    MM   MM   MM    MM
2019 02 26 08 30 120  6.0   MM    MM    MM    MM  MM 1011.9   3.9   9.6    MM   MM   MM    MM
2019 02 26 08 20 120  6.0   MM   1.4    MM    MM 240 1011.7   3.9   9.6    MM   MM   MM    MM
2019 02 26 08 10 120  7.0   MM   1.4    10    MM  MM 1011.6   4.2   9.6    MM   MM   MM    MM
2019 02 26 08 00 110  6.0   MM    MM    MM    MM  MM 1011.5   4.4   9.6    MM   MM   MM    MM
2019 02 26 07 50 110  5.0   MM    MM    MM    MM  MM 1011.5   4.3   9.6    MM   MM   MM    MM
2019 02 26 07 40 120  5.0   MM    MM    MM    MM  MM 1011.5   4.1   9.6    MM   MM   MM    MM
2019 02 26 07 30 110  5.0   MM    MM    MM    MM  MM 1011.4   4.1   9.6    MM   MM   MM    MM
2019 02 26 07 20 110  5.0   MM   1.6    MM    MM 233 1011.5   4.2   9.6    MM   MM   MM    MM
2019 02 26 07 10 110  5.0   MM   1.6    10    MM  MM 1011.5   4.0   9.6    MM   MM   MM    MM
2019 02 26 07 00 110  5.0   MM    MM    MM    MM  MM 1011.4   4.0   9.6    MM   MM +2.2    MM
2019 02 26 06 50 110  5.0   MM    MM    MM    MM  MM 1011.5   4.0   9.5    MM   MM   MM    MM
2019 02 26 06 40 110  5.0   MM    MM    MM    MM  MM 1011.4   4.0   9.5    MM   MM   MM    MM
2019 02 26 06 30 100  5.0   MM    MM    MM    MM  MM 1011.3   4.1   9.5    MM   MM   MM    MM
2019 02 26 06 20 100  5.0   MM   1.8    MM    MM 231 1011.2   4.2   9.5    MM   MM   MM    MM
2019 02 26 06 10 100  5.0   MM   1.8    10    MM  MM 1011.2   4.5   9.5    MM   MM   MM    MM
2019 02 26 06 00 100  4.0   MM    MM    MM    MM  MM 1011.0   4.5   9.5    MM   MM   MM    MM
2019 02 26 05 50 100  4.0   MM    MM    MM    MM  MM 1010.9   4.5   9.6    MM   MM   MM    MM
2019 02 26 05 40 110  4.0   MM    MM    MM    MM  MM 1010.7   4.5   9.6    MM   MM   MM    MM
2019 02 26 05 30 120  4.0   MM    MM    MM    MM  MM 1010.5   4.7   9.6    MM   MM   MM    MM
2019 02 26 05 20 120  4.0   MM   1.6    MM    MM 248 1010.4   4.6   9.6    MM   MM   MM    MM
2019 02 26 05 10 120  4.0   MM   1.6    10    MM  MM 1010.0   4.6   9.7    MM   MM   MM    MM
2019 02 26 05 00 120  4.0   MM    MM    MM    MM  MM 1009.9   4.6   9.7    MM   MM +2.4    MM
2019 02 26 04 50 120  4.0   MM    MM    MM    MM  MM 1009.8   4.6   9.7    MM   MM   MM    MM
2019 02 26 04 40 120  5.0   MM    MM    MM    MM  MM 1009.8   4.6   9.7    MM   MM   MM    MM
2019 02 26 04 30 110  5.0   MM    MM    MM    MM  MM 1009.6   4.6   9.7    MM   MM   MM    MM
2019 02 26 04 20 110  4.0   MM   1.5    MM    MM 244 1009.5   4.8   9.7    MM   MM   MM    MM
2019 02 26 04 10 100  4.0   MM   1.5    10    MM  MM 1009.4   4.9   9.7    MM   MM   MM    MM
2019 02 26 04 00 100  4.0   MM    MM    MM    MM  MM 1009.2   5.0   9.7    MM   MM   MM    MM
2019 02 26 03 50 110  4.0   MM    MM    MM    MM  MM 1009.2   5.0   9.7    MM   MM   MM    MM
2019 02 26 03 40 110  4.0   MM    MM    MM    MM  MM 1009.0   5.0   9.7    MM   MM   MM    MM
2019 02 26 03 30 110  4.0   MM    MM    MM    MM  MM 1008.8   5.0   9.7    MM   MM   MM    MM
2019 02 26 03 20 120  4.0   MM   1.5    MM    MM 247 1008.7   5.0   9.7    MM   MM   MM    MM
2019 02 26 03 10 120  4.0   MM   1.5    10    MM  MM 1008.5   5.0   9.7    MM   MM   MM    MM
2019 02 26 03 00 120  4.0   MM    MM    MM    MM  MM 1008.3   5.0   9.7    MM   MM +1.7    MM
2019 02 26 02 50 110  5.0   MM    MM    MM    MM  MM 1008.2   5.0   9.7    MM   MM   MM    MM
2019 02 26 02 40 110  4.0   MM    MM    MM    MM  MM 1007.9   5.1   9.7    MM   MM   MM    MM
2019 02 26 02 30 100  4.0   MM    MM    MM    MM  MM 1007.8   5.1   9.7    MM   MM   MM    MM
2019 02 26 02 20  90  4.0   MM   1.3    MM    MM 258 1007.7   5.2   9.7    MM   MM   MM    MM
2019 02 26 02 10  80  3.0   MM   1.3    10    MM  MM 1007.6   5.4   9.7    MM   MM   MM    MM
2019 02 26 02 00  40  3.0   MM    MM    MM    MM  MM 1007.5   5.5   9.7    MM   MM   MM    MM
2019 02 26 01 50  20  3.0   MM    MM    MM    MM  MM 1007.5   5.5   9.7    MM   MM   MM    MM
2019 02 26 01 40  10  2.0   MM    MM    MM    MM  MM 1007.4   5.5   9.7    MM   MM   MM    MM
2019 02 26 01 30  10  2.0   MM    MM    MM    MM  MM 1007.4   5.5   9.8    MM   MM   MM    MM
2019 02 26 01 20  20  2.0   MM   1.3    MM    MM 248 1007.2   5.5   9.8    MM   MM   MM    MM
2019 02 26 01 10  30  3.0   MM   1.3     8    MM  MM 1007.3   5.4   9.8    MM   MM   MM    MM
2019 02 26 01 00  30  3.0   MM    MM    MM    MM  MM 1007.2   5.4   9.8    MM   MM +1.8    MM
2019 02 26 00 50  20  3.0   MM    MM    MM    MM  MM 1007.1   5.5   9.8    MM   MM   MM    MM
2019 02 26 00 40  20  3.0   MM    MM    MM    MM  MM 1007.0   5.7   9.8    MM   MM   MM    MM
2019 02 26 00 30  10  4.0   MM    MM    MM    MM  MM 1007.0   5.7   9.8    MM   MM   MM    MM
2019 02 26 00 20 350  3.0   MM   1.4    MM    MM 278 1006.8   5.8   9.8    MM   MM   MM    MM
2019 02 26 00 10 340  3.0   MM   1.4     9    MM  MM 1006.7   5.6   9.8    MM   MM   MM    MM
2019 02 26 00 00 350  3.0   MM    MM    MM    MM  MM 1006.6   5.4   9.8    MM   MM   MM    MM
2019 02 25 23 50 350  4.0   MM    MM    MM    MM  MM 1006.4   5.3   9.8    MM   MM   MM    MM
2019 02 25 23 40 350  5.0   MM    MM    MM    MM  MM 1006.4   5.5   9.8    MM   MM   MM    MM
2019 02 25 23 30 360  5.0   MM    MM    MM    MM  MM 1006.1   5.5   9.8    MM   MM   MM    MM
2019 02 25 23 20 360  5.0   MM   1.4    MM    MM 282 1005.9   5.5   9.8    MM   MM   MM    MM
2019 02 25 23 10  10  5.0   MM   1.4    10    MM  MM 1005.8   5.5   9.8    MM   MM   MM    MM
2019 02 25 23 00  10  6.0   MM    MM    MM    MM  MM 1005.6   5.5   9.8    MM   MM +0.9    MM
2019 02 25 22 50 360  6.0   MM    MM    MM    MM  MM 1005.6   5.4   9.8    MM   MM   MM    MM
2019 02 25 22 40 360  6.0   MM    MM    MM    MM  MM 1005.6   5.4   9.8    MM   MM   MM    MM
2019 02 25 22 30  10  6.0   MM    MM    MM    MM  MM 1005.4   5.3   9.8    MM   MM   MM    MM
2019 02 25 22 20  20  5.0   MM   1.4    MM    MM 273 1005.4   5.2   9.7    MM   MM   MM    MM
2019 02 25 22 10  20  3.0   MM   1.4     9    MM  MM 1005.4   5.1   9.7    MM   MM   MM    MM
2019 02 25 22 00  20  3.0   MM    MM    MM    MM  MM 1005.4   5.0   9.7    MM   MM   MM    MM
2019 02 25 21 50  10  4.0   MM    MM    MM    MM  MM 1005.3   5.0   9.7    MM   MM   MM    MM
2019 02 25 21 40 360  3.0   MM    MM    MM    MM  MM 1005.2   5.0   9.7    MM   MM   MM    MM
2019 02 25 21 30 350  3.0   MM    MM    MM    MM  MM 1005.1   4.9   9.7    MM   MM   MM    MM
2019 02 25 21 20 360  3.0   MM   1.3    MM    MM 295 1005.1   4.8   9.7    MM   MM   MM    MM
2019 02 25 21 10 350  3.0   MM   1.3    10    MM  MM 1005.0   4.7   9.7    MM   MM   MM    MM
2019 02 25 21 00  60  1.0   MM    MM    MM    MM  MM 1005.1   4.8   9.7    MM   MM +1.3    MM
2019 02 25 20 50  30  1.0   MM    MM    MM    MM  MM 1005.0   4.7   9.7    MM   MM   MM    MM
2019 02 25 20 40  60  2.0   MM    MM    MM    MM  MM 1005.0   4.5   9.7    MM   MM   MM    MM
2019 02 25 20 30  80  2.0   MM    MM    MM    MM  MM 1004.9   4.7   9.7    MM   MM   MM    MM
2019 02 25 20 20  80  2.0   MM   1.2    MM    MM 293 1004.8   4.6   9.7    MM   MM   MM    MM
2019 02 25 20 10 100  3.0   MM   1.2    11    MM  MM 1004.9   4.4   9.7    MM   MM   MM    MM
2019 02 25 20 00  90  4.0   MM    MM    MM    MM  MM 1004.8   4.5   9.7    MM   MM   MM    MM
2019 02 25 19 50  90  4.0   MM    MM    MM    MM  MM 1004.7   4.6   9.6    MM   MM   MM    MM
2019 02 25 19 40  90  3.0   MM    MM    MM    MM  MM 1004.7   4.6   9.6    MM   MM   MM    MM
2019 02 25 19 30  90  3.0   MM    MM    MM    MM  MM 1004.5   4.7   9.6    MM   MM   MM    MM
2019 02 25 19 20  90  3.0   MM   1.2    MM    MM 293 1004.3   4.7   9.6    MM   MM   MM    MM
2019 02 25 19 10 100  3.0   MM   1.2    10    MM  MM 1004.3   4.5   9.6    MM   MM   MM    MM
2019 02 25 19 00 110  3.0   MM    MM    MM    MM  MM 1004.1   4.4   9.6    MM   MM +0.8    MM
2019 02 25 18 50 110  4.0   MM    MM    MM    MM  MM 1004.1   4.4   9.6    MM   MM   MM    MM
2019 02 25 18 40 110  4.0   MM    MM    MM    MM  MM 1004.0   4.4   9.6    MM   MM   MM    MM
2019 02 25 18 30 110  4.0   MM    MM    MM    MM  MM 1004.0   4.5   9.6    MM   MM   MM    MM
2019 02 25 18 20 110  3.0   MM   1.2    MM    MM 309 1003.9   4.6   9.6    MM   MM   MM    MM
2019 02 25 18 10  30  3.0   MM   1.2    11    MM  MM 1003.9   4.6   9.6    MM   MM   MM    MM
2019 02 25 18 00  40  4.0   MM    MM    MM    MM  MM 1003.8   4.7   9.6    MM   MM   MM    MM
2019 02 25 17 50  20  5.0   MM    MM    MM    MM  MM 1003.6   4.7   9.6    MM   MM   MM    MM
2019 02 25 17 40  10  6.0   MM    MM    MM    MM  MM 1003.5   4.7   9.6    MM   MM   MM    MM
2019 02 25 17 30 360  6.0   MM    MM    MM    MM  MM 1003.5   4.6   9.6    MM   MM   MM    MM
2019 02 25 17 20 360  5.0   MM   1.2    MM    MM 311 1003.7   4.6   9.6    MM   MM   MM    MM
2019 02 25 17 10 360  6.0   MM   1.3    10    MM  MM 1003.7   4.5   9.6    MM   MM   MM    MM
