time_index,significant_wave_height_0,energy_period_0
1996-01-01 00:00:00+00:00,3.57489,13.0372
1996-01-01 01:00:00+00:00,3.57667,13.0351
1996-01-01 02:00:00+00:00,3.57797,13.0333
1996-01-01 03:00:00+00:00,3.57929,13.0332
1996-01-01 04:00:00+00:00,3.58065,13.0325
1996-01-01 05:00:00+00:00,3.58202,13.0312
1996-01-01 06:00:00+00:00,3.58351,13.0298
1996-01-01 07:00:00+00:00,3.584,13.026
1996-01-01 08:00:00+00:00,3.57863,13.01
1996-01-01 09:00:00+00:00,3.55815,12.9679
1996-01-01 10:00:00+00:00,3.51616,12.8947
1996-01-01 11:00:00+00:00,3.45528,12.7986
1996-01-01 12:00:00+00:00,3.38284,12.691
1996-01-01 13:00:00+00:00,3.30507,12.5797
1996-01-01 14:00:00+00:00,3.22544,12.469
1996-01-01 15:00:00+00:00,3.14554,12.3614
1996-01-01 16:00:00+00:00,3.06646,12.2594
1996-01-01 17:00:00+00:00,2.98973,12.1677
1996-01-01 18:00:00+00:00,2.91588,12.0862
1996-01-01 19:00:00+00:00,2.84391,12.0096
1996-01-01 20:00:00+00:00,2.77412,11.9342
1996-01-01 21:00:00+00:00,2.70839,11.8597
1996-01-01 22:00:00+00:00,2.64883,11.7895
1996-01-01 23:00:00+00:00,2.59794,11.7311
1996-01-02 00:00:00+00:00,2.55729,11.69
1996-01-02 01:00:00+00:00,2.52462,11.6576
1996-01-02 02:00:00+00:00,2.49893,11.6341
1996-01-02 03:00:00+00:00,2.47834,11.6167
1996-01-02 04:00:00+00:00,2.46067,11.6024
1996-01-02 05:00:00+00:00,2.44422,11.5891
1996-01-02 06:00:00+00:00,2.42775,11.5758
1996-01-02 07:00:00+00:00,2.41089,11.5639
1996-01-02 08:00:00+00:00,2.39395,11.5559
1996-01-02 09:00:00+00:00,2.3776,11.5549
1996-01-02 10:00:00+00:00,2.36276,11.5637
1996-01-02 11:00:00+00:00,2.35054,11.5847
1996-01-02 12:00:00+00:00,2.34243,11.6205
1996-01-02 13:00:00+00:00,2.3402,11.6741
1996-01-02 14:00:00+00:00,2.34553,11.7474
1996-01-02 15:00:00+00:00,2.35938,11.8396
1996-01-02 16:00:00+00:00,2.3819,11.947
1996-01-02 17:00:00+00:00,2.41268,12.0642
1996-01-02 18:00:00+00:00,2.45103,12.1848
1996-01-02 19:00:00+00:00,2.49581,12.3001
1996-01-02 20:00:00+00:00,2.54547,12.3967
1996-01-02 21:00:00+00:00,2.60104,12.4381
1996-01-02 22:00:00+00:00,2.67417,12.3145
1996-01-02 23:00:00+00:00,2.76722,12.0253
1996-01-03 00:00:00+00:00,2.90854,11.4664
1996-01-03 01:00:00+00:00,3.17983,10.4624
1996-01-03 02:00:00+00:00,3.50345,9.6672
1996-01-03 03:00:00+00:00,3.78231,9.3213
1996-01-03 04:00:00+00:00,3.98437,9.2478
1996-01-03 05:00:00+00:00,4.04114,9.3506
1996-01-03 06:00:00+00:00,4.08148,9.3924
1996-01-03 07:00:00+00:00,4.07361,9.4916
1996-01-03 08:00:00+00:00,4.10554,9.5216
1996-01-03 09:00:00+00:00,4.17467,9.6035
1996-01-03 10:00:00+00:00,4.21003,9.8856
1996-01-03 11:00:00+00:00,4.25815,10.2275
1996-01-03 12:00:00+00:00,4.30323,10.6982
1996-01-03 13:00:00+00:00,4.34258,11.1809
1996-01-03 14:00:00+00:00,4.3863,11.5531
1996-01-03 15:00:00+00:00,4.40939,11.7847
1996-01-03 16:00:00+00:00,4.39174,11.8919
1996-01-03 17:00:00+00:00,4.33247,11.8908
1996-01-03 18:00:00+00:00,4.23703,11.8169
1996-01-03 19:00:00+00:00,4.10646,11.7367
1996-01-03 20:00:00+00:00,3.95844,11.6488
1996-01-03 21:00:00+00:00,3.81182,11.5283
1996-01-03 22:00:00+00:00,3.67069,11.3911
1996-01-03 23:00:00+00:00,3.53479,11.2595
1996-01-04 00:00:00+00:00,3.40663,11.139
1996-01-04 01:00:00+00:00,3.29209,11.0114
1996-01-04 02:00:00+00:00,3.19434,10.8635
1996-01-04 03:00:00+00:00,3.11618,10.6791
1996-01-04 04:00:00+00:00,3.0572,10.4564
1996-01-04 05:00:00+00:00,3.01001,10.2295
1996-01-04 06:00:00+00:00,2.96687,10.025
1996-01-04 07:00:00+00:00,2.92185,9.8688
1996-01-04 08:00:00+00:00,2.87568,9.7546
1996-01-04 09:00:00+00:00,2.83561,9.6473
1996-01-04 10:00:00+00:00,2.79787,9.5684
1996-01-04 11:00:00+00:00,2.75773,9.5354
1996-01-04 12:00:00+00:00,2.71688,9.5402
1996-01-04 13:00:00+00:00,2.6722,9.5998
1996-01-04 14:00:00+00:00,2.63057,9.6887
1996-01-04 15:00:00+00:00,2.59815,9.7868
1996-01-04 16:00:00+00:00,2.57645,9.8974
1996-01-04 17:00:00+00:00,2.56526,10.0278
1996-01-04 18:00:00+00:00,2.56345,10.1829
1996-01-04 19:00:00+00:00,2.56905,10.3619
1996-01-04 20:00:00+00:00,2.58211,10.5425
1996-01-04 21:00:00+00:00,2.60018,10.7162
1996-01-04 22:00:00+00:00,2.61845,10.8936
1996-01-04 23:00:00+00:00,2.63651,11.0709
1996-01-05 00:00:00+00:00,2.6545,11.2481
1996-01-05 01:00:00+00:00,2.67348,11.4236
1996-01-05 02:00:00+00:00,2.69316,11.5986
1996-01-05 03:00:00+00:00,2.71177,11.7792
1996-01-05 04:00:00+00:00,2.72914,11.9592
1996-01-05 05:00:00+00:00,2.74559,12.1281
1996-01-05 06:00:00+00:00,2.75951,12.2702
1996-01-05 07:00:00+00:00,2.7694,12.379
1996-01-05 08:00:00+00:00,2.77358,12.4577
1996-01-05 09:00:00+00:00,2.77271,12.5132
1996-01-05 10:00:00+00:00,2.76697,12.5493
1996-01-05 11:00:00+00:00,2.75531,12.5681
1996-01-05 12:00:00+00:00,2.73744,12.572
1996-01-05 13:00:00+00:00,2.71303,12.5598
1996-01-05 14:00:00+00:00,2.68442,12.5052
1996-01-05 15:00:00+00:00,2.67715,12.2202
1996-01-05 16:00:00+00:00,2.66835,11.8948
1996-01-05 17:00:00+00:00,2.6779,11.4083
1996-01-05 18:00:00+00:00,2.72248,10.7382
1996-01-05 19:00:00+00:00,2.84187,9.8128
1996-01-05 20:00:00+00:00,2.9272,9.195
1996-01-05 21:00:00+00:00,2.99302,8.7893
1996-01-05 22:00:00+00:00,3.13828,8.4394
1996-01-05 23:00:00+00:00,3.34139,8.231
1996-01-06 00:00:00+00:00,3.54058,8.2274
1996-01-06 01:00:00+00:00,3.60766,8.3341
1996-01-06 02:00:00+00:00,3.59438,8.4567
1996-01-06 03:00:00+00:00,3.55785,8.4852
1996-01-06 04:00:00+00:00,3.53156,8.3847
1996-01-06 05:00:00+00:00,3.52254,8.246
1996-01-06 06:00:00+00:00,3.55515,8.1092
1996-01-06 07:00:00+00:00,3.5346,8.058
1996-01-06 08:00:00+00:00,3.4857,8.0368
1996-01-06 09:00:00+00:00,3.46777,8.0204
1996-01-06 10:00:00+00:00,3.49424,7.9912
1996-01-06 11:00:00+00:00,3.55977,7.9547
1996-01-06 12:00:00+00:00,3.64196,7.9541
1996-01-06 13:00:00+00:00,3.681,7.99
1996-01-06 14:00:00+00:00,3.72722,8.0021
1996-01-06 15:00:00+00:00,3.8349,8.0093
1996-01-06 16:00:00+00:00,4.06025,8.0263
1996-01-06 17:00:00+00:00,4.34268,8.1222
1996-01-06 18:00:00+00:00,4.56616,8.2732
1996-01-06 19:00:00+00:00,4.56941,8.4753
1996-01-06 20:00:00+00:00,4.57191,8.634
1996-01-06 21:00:00+00:00,4.6798,8.7374
1996-01-06 22:00:00+00:00,4.6728,8.9922
1996-01-06 23:00:00+00:00,4.69663,9.1451
1996-01-07 00:00:00+00:00,4.7317,9.2274
1996-01-07 01:00:00+00:00,4.63788,9.4052
1996-01-07 02:00:00+00:00,4.55121,9.472
1996-01-07 03:00:00+00:00,4.5031,9.4624
1996-01-07 04:00:00+00:00,4.48104,9.4169
1996-01-07 05:00:00+00:00,4.502,9.3134
1996-01-07 06:00:00+00:00,4.61313,9.1135
1996-01-07 07:00:00+00:00,4.50419,9.2003
1996-01-07 08:00:00+00:00,4.39259,9.2434
1996-01-07 09:00:00+00:00,4.36315,9.1831
1996-01-07 10:00:00+00:00,4.36048,9.1081
1996-01-07 11:00:00+00:00,4.28597,9.1326
1996-01-07 12:00:00+00:00,4.1613,9.1306
1996-01-07 13:00:00+00:00,4.04282,9.0472
1996-01-07 14:00:00+00:00,3.95643,8.9645
1996-01-07 15:00:00+00:00,3.86749,8.9387
1996-01-07 16:00:00+00:00,3.78019,8.9279
1996-01-07 17:00:00+00:00,3.68353,8.9333
1996-01-07 18:00:00+00:00,3.58532,8.9284
1996-01-07 19:00:00+00:00,3.49498,8.9488
1996-01-07 20:00:00+00:00,3.43636,8.9527
1996-01-07 21:00:00+00:00,3.39293,8.9542
1996-01-07 22:00:00+00:00,3.33274,8.9784
1996-01-07 23:00:00+00:00,3.25288,9.0442
1996-01-08 00:00:00+00:00,3.16756,9.1428
1996-01-08 01:00:00+00:00,3.04642,9.3922
1996-01-08 02:00:00+00:00,2.93013,9.6861
1996-01-08 03:00:00+00:00,2.8509,9.8905
1996-01-08 04:00:00+00:00,2.79902,10.0249
1996-01-08 05:00:00+00:00,2.76568,10.1188
1996-01-08 06:00:00+00:00,2.74616,10.1918
1996-01-08 07:00:00+00:00,2.73362,10.2804
1996-01-08 08:00:00+00:00,2.73157,10.3637
1996-01-08 09:00:00+00:00,2.73912,10.4368
1996-01-08 10:00:00+00:00,2.75114,10.5105
1996-01-08 11:00:00+00:00,2.76496,10.5799
1996-01-08 12:00:00+00:00,2.77911,10.6411
1996-01-08 13:00:00+00:00,2.78791,10.7201
1996-01-08 14:00:00+00:00,2.79588,10.7934
1996-01-08 15:00:00+00:00,2.80595,10.8497
1996-01-08 16:00:00+00:00,2.81749,10.8997
1996-01-08 17:00:00+00:00,2.8321,10.94
1996-01-08 18:00:00+00:00,2.85004,10.9723
1996-01-08 19:00:00+00:00,2.85569,11.0802
1996-01-08 20:00:00+00:00,2.85786,11.2019
1996-01-08 21:00:00+00:00,2.86182,11.2969
1996-01-08 22:00:00+00:00,2.86408,11.3752
1996-01-08 23:00:00+00:00,2.86252,11.4339
1996-01-09 00:00:00+00:00,2.85628,11.471
1996-01-09 01:00:00+00:00,2.84258,11.5052
1996-01-09 02:00:00+00:00,2.82427,11.5167
1996-01-09 03:00:00+00:00,2.80195,11.5078
1996-01-09 04:00:00+00:00,2.77573,11.4865
1996-01-09 05:00:00+00:00,2.74677,11.4561
1996-01-09 06:00:00+00:00,2.71651,11.4199
1996-01-09 07:00:00+00:00,2.68613,11.3808
1996-01-09 08:00:00+00:00,2.65637,11.3409
1996-01-09 09:00:00+00:00,2.62761,11.3016
1996-01-09 10:00:00+00:00,2.59967,11.2633
1996-01-09 11:00:00+00:00,2.57194,11.225
1996-01-09 12:00:00+00:00,2.54365,11.1856
1996-01-09 13:00:00+00:00,2.5141,11.1438
1996-01-09 14:00:00+00:00,2.48287,11.0981
1996-01-09 15:00:00+00:00,2.44995,11.0473
1996-01-09 16:00:00+00:00,2.41578,10.9911
1996-01-09 17:00:00+00:00,2.38089,10.9291
1996-01-09 18:00:00+00:00,2.34531,10.8611
1996-01-09 19:00:00+00:00,2.30951,10.7867
1996-01-09 20:00:00+00:00,2.27542,10.6946
1996-01-09 21:00:00+00:00,2.2553,10.4949
1996-01-09 22:00:00+00:00,2.25949,10.1435
1996-01-09 23:00:00+00:00,2.28241,9.7126
1996-01-10 00:00:00+00:00,2.29827,9.3696
1996-01-10 01:00:00+00:00,2.28542,9.1827
1996-01-10 02:00:00+00:00,2.24519,9.1366
1996-01-10 03:00:00+00:00,2.19363,9.1676
1996-01-10 04:00:00+00:00,2.14623,9.2186
1996-01-10 05:00:00+00:00,2.11287,9.2363
1996-01-10 06:00:00+00:00,2.0876,9.2269
1996-01-10 07:00:00+00:00,2.06305,9.2066
1996-01-10 08:00:00+00:00,2.03581,9.1848
1996-01-10 09:00:00+00:00,2.00614,9.1692
1996-01-10 10:00:00+00:00,1.97681,9.1682
1996-01-10 11:00:00+00:00,1.9528,9.1894
1996-01-10 12:00:00+00:00,1.93873,9.2393
1996-01-10 13:00:00+00:00,1.93789,9.3222
1996-01-10 14:00:00+00:00,1.95229,9.438
1996-01-10 15:00:00+00:00,1.98201,9.5793
1996-01-10 16:00:00+00:00,2.02514,9.7335
1996-01-10 17:00:00+00:00,2.07793,9.8868
1996-01-10 18:00:00+00:00,2.13501,10.0278
1996-01-10 19:00:00+00:00,2.19081,10.1505
1996-01-10 20:00:00+00:00,2.24112,10.2558
1996-01-10 21:00:00+00:00,2.28383,10.3487
1996-01-10 22:00:00+00:00,2.31901,10.4325
1996-01-10 23:00:00+00:00,2.34788,10.5066
1996-01-11 00:00:00+00:00,2.37308,10.5602
1996-01-11 01:00:00+00:00,2.40701,10.5142
1996-01-11 02:00:00+00:00,2.40711,10.6713
1996-01-11 03:00:00+00:00,2.40804,10.7816
1996-01-11 04:00:00+00:00,2.41217,10.8304
1996-01-11 05:00:00+00:00,2.41544,10.8568
1996-01-11 06:00:00+00:00,2.419,10.8705
1996-01-11 07:00:00+00:00,2.42477,10.8792
1996-01-11 08:00:00+00:00,2.43689,10.8899
1996-01-11 09:00:00+00:00,2.46212,10.915
1996-01-11 10:00:00+00:00,2.50833,10.9734
1996-01-11 11:00:00+00:00,2.58115,11.08
1996-01-11 12:00:00+00:00,2.68086,11.2366
1996-01-11 13:00:00+00:00,2.8012,11.4283
1996-01-11 14:00:00+00:00,2.93051,11.6298
1996-01-11 15:00:00+00:00,3.05472,11.8164
1996-01-11 16:00:00+00:00,3.16121,11.9717
1996-01-11 17:00:00+00:00,3.24227,12.09
1996-01-11 18:00:00+00:00,3.2966,12.1739
1996-01-11 19:00:00+00:00,3.32867,12.2319
1996-01-11 20:00:00+00:00,3.34583,12.2737
1996-01-11 21:00:00+00:00,3.35562,12.3073
1996-01-11 22:00:00+00:00,3.36316,12.3369
1996-01-11 23:00:00+00:00,3.37018,12.3623
1996-01-12 00:00:00+00:00,3.3754,12.3805
1996-01-12 01:00:00+00:00,3.37568,12.3877
1996-01-12 02:00:00+00:00,3.36761,12.3806
1996-01-12 03:00:00+00:00,3.34895,12.3576
1996-01-12 04:00:00+00:00,3.31914,12.3191
1996-01-12 05:00:00+00:00,3.27928,12.2672
1996-01-12 06:00:00+00:00,3.23175,12.2044
1996-01-12 07:00:00+00:00,3.17932,12.134
1996-01-12 08:00:00+00:00,3.12462,12.0592
1996-01-12 09:00:00+00:00,3.06983,11.9837
1996-01-12 10:00:00+00:00,3.0168,11.9112
1996-01-12 11:00:00+00:00,2.96692,11.8449
1996-01-12 12:00:00+00:00,2.92158,11.7855
1996-01-12 13:00:00+00:00,2.88194,11.7371
1996-01-12 14:00:00+00:00,2.84837,11.713
1996-01-12 15:00:00+00:00,2.82235,11.7095
1996-01-12 16:00:00+00:00,2.80411,11.7221
1996-01-12 17:00:00+00:00,2.79301,11.7481
1996-01-12 18:00:00+00:00,2.78788,11.7851
1996-01-12 19:00:00+00:00,2.78761,11.8322
1996-01-12 20:00:00+00:00,2.79075,11.8887
1996-01-12 21:00:00+00:00,2.79558,11.9552
1996-01-12 22:00:00+00:00,2.80092,12.0334
1996-01-12 23:00:00+00:00,2.80641,12.125
1996-01-13 00:00:00+00:00,2.81235,12.2304
1996-01-13 01:00:00+00:00,2.81927,12.3505
1996-01-13 02:00:00+00:00,2.82874,12.4828
1996-01-13 03:00:00+00:00,2.84204,12.6238
1996-01-13 04:00:00+00:00,2.85958,12.7677
1996-01-13 05:00:00+00:00,2.88094,12.9073
1996-01-13 06:00:00+00:00,2.90481,13.0342
1996-01-13 07:00:00+00:00,2.92958,13.1439
1996-01-13 08:00:00+00:00,2.95403,13.2332
1996-01-13 09:00:00+00:00,2.9772,13.3009
1996-01-13 10:00:00+00:00,2.99824,13.3463
1996-01-13 11:00:00+00:00,3.01762,13.368
1996-01-13 12:00:00+00:00,3.03922,13.3429
1996-01-13 13:00:00+00:00,3.06689,13.2547
1996-01-13 14:00:00+00:00,3.08206,13.2356
1996-01-13 15:00:00+00:00,3.09887,13.1843
1996-01-13 16:00:00+00:00,3.11689,13.1052
1996-01-13 17:00:00+00:00,3.13635,13.0014
1996-01-13 18:00:00+00:00,3.15776,12.8663
1996-01-13 19:00:00+00:00,3.17262,12.7489
1996-01-13 20:00:00+00:00,3.18058,12.6378
1996-01-13 21:00:00+00:00,3.18262,12.5189
1996-01-13 22:00:00+00:00,3.17837,12.391
1996-01-13 23:00:00+00:00,3.1707,12.2386
1996-01-14 00:00:00+00:00,3.16037,12.066
1996-01-14 01:00:00+00:00,3.14803,11.876
1996-01-14 02:00:00+00:00,3.13672,11.6529
1996-01-14 03:00:00+00:00,3.1309,11.3862
1996-01-14 04:00:00+00:00,3.13765,11.0533
1996-01-14 05:00:00+00:00,3.16345,10.6596
1996-01-14 06:00:00+00:00,3.19485,10.284
1996-01-14 07:00:00+00:00,3.22499,9.9544
1996-01-14 08:00:00+00:00,3.24321,9.6937
1996-01-14 09:00:00+00:00,3.26082,9.4553
1996-01-14 10:00:00+00:00,3.29276,9.201
1996-01-14 11:00:00+00:00,3.35352,8.9152
1996-01-14 12:00:00+00:00,3.431,8.6581
1996-01-14 13:00:00+00:00,3.48615,8.4975
1996-01-14 14:00:00+00:00,3.52038,8.4079
1996-01-14 15:00:00+00:00,3.6008,8.2728
1996-01-14 16:00:00+00:00,3.7335,8.1592
1996-01-14 17:00:00+00:00,3.91161,8.0734
1996-01-14 18:00:00+00:00,4.09825,8.057
1996-01-14 19:00:00+00:00,3.98593,8.2767
1996-01-14 20:00:00+00:00,3.86381,8.3144
1996-01-14 21:00:00+00:00,3.9758,8.1365
1996-01-14 22:00:00+00:00,4.11827,8.2283
1996-01-14 23:00:00+00:00,4.42865,8.2099
1996-01-15 00:00:00+00:00,4.75834,8.3228
1996-01-15 01:00:00+00:00,4.78575,8.4591
1996-01-15 02:00:00+00:00,4.57784,8.6448
1996-01-15 03:00:00+00:00,4.37755,8.7466
1996-01-15 04:00:00+00:00,4.29737,8.7351
1996-01-15 05:00:00+00:00,4.3644,8.6118
1996-01-15 06:00:00+00:00,4.38829,8.5745
1996-01-15 07:00:00+00:00,4.27587,8.644
1996-01-15 08:00:00+00:00,4.19735,8.6315
1996-01-15 09:00:00+00:00,4.33013,8.4446
1996-01-15 10:00:00+00:00,4.40597,8.5001
1996-01-15 11:00:00+00:00,4.50488,8.4889
1996-01-15 12:00:00+00:00,4.46185,8.5986
1996-01-15 13:00:00+00:00,4.37609,8.6473
1996-01-15 14:00:00+00:00,4.288,8.6947
1996-01-15 15:00:00+00:00,4.27694,8.7298
1996-01-15 16:00:00+00:00,4.24706,8.7628
1996-01-15 17:00:00+00:00,4.16425,8.8241
1996-01-15 18:00:00+00:00,4.1057,8.8648
1996-01-15 19:00:00+00:00,4.09156,8.9128
1996-01-15 20:00:00+00:00,4.13912,8.8604
1996-01-15 21:00:00+00:00,4.17286,8.887
1996-01-15 22:00:00+00:00,4.24022,8.8828
1996-01-15 23:00:00+00:00,4.3022,8.8962
1996-01-16 00:00:00+00:00,4.35669,8.8826
1996-01-16 01:00:00+00:00,4.34145,8.8946
1996-01-16 02:00:00+00:00,4.28209,8.9209
1996-01-16 03:00:00+00:00,4.08453,9.1044
1996-01-16 04:00:00+00:00,3.8451,9.3644
1996-01-16 05:00:00+00:00,3.66564,9.6338
1996-01-16 06:00:00+00:00,3.54607,9.8697
1996-01-16 07:00:00+00:00,3.46099,10.0775
1996-01-16 08:00:00+00:00,3.40487,10.2223
1996-01-16 09:00:00+00:00,3.36967,10.2947
1996-01-16 10:00:00+00:00,3.33404,10.3551
1996-01-16 11:00:00+00:00,3.28998,10.4301
1996-01-16 12:00:00+00:00,3.24394,10.495
1996-01-16 13:00:00+00:00,3.19929,10.5386
1996-01-16 14:00:00+00:00,3.15542,10.5611
1996-01-16 15:00:00+00:00,3.11001,10.5649
1996-01-16 16:00:00+00:00,3.06367,10.5414
1996-01-16 17:00:00+00:00,3.02154,10.4702
1996-01-16 18:00:00+00:00,2.98321,10.3718
1996-01-16 19:00:00+00:00,2.93535,10.3194
1996-01-16 20:00:00+00:00,2.87609,10.3225
1996-01-16 21:00:00+00:00,2.81986,10.3173
1996-01-16 22:00:00+00:00,2.7836,10.2244
1996-01-16 23:00:00+00:00,2.78453,9.9886
1996-01-17 00:00:00+00:00,2.84245,9.591
1996-01-17 01:00:00+00:00,2.90181,9.3053
1996-01-17 02:00:00+00:00,2.94421,9.1286
1996-01-17 03:00:00+00:00,2.9602,9.0281
1996-01-17 04:00:00+00:00,2.93111,9.0198
1996-01-17 05:00:00+00:00,2.86521,9.0664
1996-01-17 06:00:00+00:00,2.79133,9.1188
1996-01-17 07:00:00+00:00,2.69826,9.2534
1996-01-17 08:00:00+00:00,2.62798,9.3429
1996-01-17 09:00:00+00:00,2.60589,9.3084
1996-01-17 10:00:00+00:00,2.62243,9.191
1996-01-17 11:00:00+00:00,2.66073,9.0526
1996-01-17 12:00:00+00:00,2.70711,8.9419
1996-01-17 13:00:00+00:00,2.74472,8.8913
1996-01-17 14:00:00+00:00,2.77483,8.8801
1996-01-17 15:00:00+00:00,2.7907,8.9102
1996-01-17 16:00:00+00:00,2.77997,8.9946
1996-01-17 17:00:00+00:00,2.73985,9.1288
1996-01-17 18:00:00+00:00,2.68204,9.2742
1996-01-17 19:00:00+00:00,2.61694,9.4024
1996-01-17 20:00:00+00:00,2.55252,9.495
1996-01-17 21:00:00+00:00,2.49045,9.5586
1996-01-17 22:00:00+00:00,2.43097,9.6032
1996-01-17 23:00:00+00:00,2.37454,9.6378
1996-01-18 00:00:00+00:00,2.32145,9.6697
1996-01-18 01:00:00+00:00,2.27158,9.702
1996-01-18 02:00:00+00:00,2.22457,9.7368
1996-01-18 03:00:00+00:00,2.18007,9.7758
1996-01-18 04:00:00+00:00,2.1377,9.819
1996-01-18 05:00:00+00:00,2.09721,9.8647
1996-01-18 06:00:00+00:00,2.05854,9.9102
1996-01-18 07:00:00+00:00,2.02286,9.9425
1996-01-18 08:00:00+00:00,2.02059,9.7154
1996-01-18 09:00:00+00:00,2.01748,9.5581
1996-01-18 10:00:00+00:00,2.01194,9.4221
1996-01-18 11:00:00+00:00,2.01149,9.2695
1996-01-18 12:00:00+00:00,2.02784,9.0407
1996-01-18 13:00:00+00:00,2.02403,8.9408
1996-01-18 14:00:00+00:00,2.01721,8.8409
1996-01-18 15:00:00+00:00,2.08691,8.3592
1996-01-18 16:00:00+00:00,2.22567,7.7328
1996-01-18 17:00:00+00:00,2.4401,7.1317
1996-01-18 18:00:00+00:00,2.56501,7.0714
1996-01-18 19:00:00+00:00,2.84319,7.1487
1996-01-18 20:00:00+00:00,3.22728,7.5591
1996-01-18 21:00:00+00:00,3.57526,8.2275
1996-01-18 22:00:00+00:00,4.04444,8.7996
1996-01-18 23:00:00+00:00,4.84171,9.2951
1996-01-19 00:00:00+00:00,5.73488,9.6336
1996-01-19 01:00:00+00:00,6.99993,9.7559
1996-01-19 02:00:00+00:00,7.50347,10.1682
1996-01-19 03:00:00+00:00,8.42082,10.6116
1996-01-19 04:00:00+00:00,8.54673,11.2425
1996-01-19 05:00:00+00:00,8.22037,11.3766
1996-01-19 06:00:00+00:00,7.40912,11.1642
1996-01-19 07:00:00+00:00,6.43494,10.8565
1996-01-19 08:00:00+00:00,5.71853,10.5681
1996-01-19 09:00:00+00:00,5.41559,10.274
1996-01-19 10:00:00+00:00,5.39232,10.0183
1996-01-19 11:00:00+00:00,5.47582,9.8643
1996-01-19 12:00:00+00:00,5.43486,9.9286
1996-01-19 13:00:00+00:00,5.34381,9.9942
1996-01-19 14:00:00+00:00,5.50865,9.8484
1996-01-19 15:00:00+00:00,6.02219,9.7681
1996-01-19 16:00:00+00:00,5.85364,10.3493
1996-01-19 17:00:00+00:00,5.60386,10.8805
1996-01-19 18:00:00+00:00,5.50566,11.3444
1996-01-19 19:00:00+00:00,5.43308,11.8059
1996-01-19 20:00:00+00:00,5.34399,12.1164
1996-01-19 21:00:00+00:00,5.22119,12.2455
1996-01-19 22:00:00+00:00,5.05408,12.242
1996-01-19 23:00:00+00:00,4.85441,12.1424
1996-01-20 00:00:00+00:00,4.63804,11.9887
1996-01-20 01:00:00+00:00,4.42721,11.7929
1996-01-20 02:00:00+00:00,4.22729,11.5977
1996-01-20 03:00:00+00:00,4.03393,11.4474
1996-01-20 04:00:00+00:00,3.85059,11.3353
1996-01-20 05:00:00+00:00,3.68217,11.2415
1996-01-20 06:00:00+00:00,3.53342,11.1456
1996-01-20 07:00:00+00:00,3.42356,10.9684
1996-01-20 08:00:00+00:00,3.42317,10.4402
1996-01-20 09:00:00+00:00,3.75947,9.1349
1996-01-20 10:00:00+00:00,4.15379,8.4738
1996-01-20 11:00:00+00:00,4.42129,8.4148
1996-01-20 12:00:00+00:00,4.70861,8.3775
1996-01-20 13:00:00+00:00,4.62678,8.7531
1996-01-20 14:00:00+00:00,4.50555,8.9062
1996-01-20 15:00:00+00:00,4.52824,8.8481
1996-01-20 16:00:00+00:00,4.60763,8.8661
1996-01-20 17:00:00+00:00,4.58602,8.9885
1996-01-20 18:00:00+00:00,4.51636,9.0282
1996-01-20 19:00:00+00:00,4.43942,9.0645
1996-01-20 20:00:00+00:00,4.38608,9.0534
1996-01-20 21:00:00+00:00,4.36632,9.0972
1996-01-20 22:00:00+00:00,4.48407,9.0308
1996-01-20 23:00:00+00:00,4.64966,8.9931
1996-01-21 00:00:00+00:00,4.73567,9.1642
1996-01-21 01:00:00+00:00,4.80124,9.3592
1996-01-21 02:00:00+00:00,4.90323,9.4677
1996-01-21 03:00:00+00:00,4.91392,9.6734
1996-01-21 04:00:00+00:00,4.85551,9.802
1996-01-21 05:00:00+00:00,4.77322,9.8923
1996-01-21 06:00:00+00:00,4.67295,9.9957
1996-01-21 07:00:00+00:00,4.63875,10.0342
1996-01-21 08:00:00+00:00,4.69653,9.9714
1996-01-21 09:00:00+00:00,4.73975,10.0391
1996-01-21 10:00:00+00:00,4.77848,10.0717
1996-01-21 11:00:00+00:00,4.81822,10.074
1996-01-21 12:00:00+00:00,4.90919,9.9456
1996-01-21 13:00:00+00:00,4.95113,9.9024
1996-01-21 14:00:00+00:00,4.97646,9.8831
1996-01-21 15:00:00+00:00,4.89686,10.0071
1996-01-21 16:00:00+00:00,4.79167,10.1105
1996-01-21 17:00:00+00:00,4.67497,10.2173
1996-01-21 18:00:00+00:00,4.55543,10.317
1996-01-21 19:00:00+00:00,4.4178,10.4527
1996-01-21 20:00:00+00:00,4.29193,10.5638
1996-01-21 21:00:00+00:00,4.18372,10.6378
1996-01-21 22:00:00+00:00,4.08848,10.697
1996-01-21 23:00:00+00:00,4.00497,10.7449
1996-01-22 00:00:00+00:00,3.92693,10.7818
1996-01-22 01:00:00+00:00,3.84968,10.8039
1996-01-22 02:00:00+00:00,3.77337,10.8087
1996-01-22 03:00:00+00:00,3.70076,10.7995
1996-01-22 04:00:00+00:00,3.63626,10.7816
1996-01-22 05:00:00+00:00,3.58209,10.768
1996-01-22 06:00:00+00:00,3.53582,10.7818
1996-01-22 07:00:00+00:00,3.47992,10.8979
1996-01-22 08:00:00+00:00,3.44036,10.9946
1996-01-22 09:00:00+00:00,3.41358,11.0714
1996-01-22 10:00:00+00:00,3.39405,11.1395
1996-01-22 11:00:00+00:00,3.37884,11.2028
1996-01-22 12:00:00+00:00,3.36634,11.2628
1996-01-22 13:00:00+00:00,3.35538,11.3193
1996-01-22 14:00:00+00:00,3.34463,11.3709
