Time_UTC,MODAQ_Va_V,MODAQ_Vb_V,MODAQ_Vc_V,MODAQ_Ia_I,MODAQ_Ib_I,MODAQ_Ic_I
2020-02-24 18:15:21.604178568,4489.377136230469,6624.704162597656,-11252.185272216797,-9.57977294921875,-15.2276611328125,24.6923828125
2020-02-24 18:15:21.604198569,4415.370025634766,6689.293243408203,-11228.175109863281,-9.3548583984375,-15.442657470703125,24.78363037109375
2020-02-24 18:15:21.604218570,4339.506439208984,6753.242828369141,-11202.506134033203,-9.0899658203125,-15.70404052734375,24.6905517578125
2020-02-24 18:15:21.604238570,4262.538269042969,6817.262176513672,-11176.755767822266,-8.880157470703125,-15.936737060546875,24.610137939453125
2020-02-24 18:15:21.604258570,4184.581787109375,6881.134246826172,-11152.265014648438,-8.6798095703125,-16.05743408203125,24.674224853515625
2020-02-24 18:15:21.604278571,4106.613677978516,6943.696319580078,-11129.785766601562,-8.34808349609375,-16.29119873046875,24.629669189453125
2020-02-24 18:15:21.604298572,4025.1070251464844,7011.932464599609,-11109.6474609375,-8.212127685546875,-16.493072509765625,24.59991455078125
2020-02-24 18:15:21.604318572,3941.7826538085938,7080.470916748047,-11092.36557006836,-8.047943115234375,-16.7437744140625,24.640045166015625
2020-02-24 18:15:21.604338572,3858.3497619628906,7148.838836669922,-11077.750183105469,-7.7581787109375,-16.9305419921875,24.629974365234375
2020-02-24 18:15:21.604358573,3774.688201904297,7219.768615722656,-11065.347839355469,-7.5457763671875,-17.149505615234375,24.5751953125
2020-02-24 18:15:21.604378574,3692.483917236328,7289.361267089844,-11054.627563476562,-7.35565185546875,-17.315826416015625,24.541168212890625
2020-02-24 18:15:21.604398574,3610.5858154296875,7357.87646484375,-11044.674682617188,-7.1612548828125,-17.519378662109375,24.5819091796875
2020-02-24 18:15:21.604418574,3530.8154907226562,7422.775604248047,-11032.768432617188,-6.90277099609375,-17.689666748046875,24.51629638671875
2020-02-24 18:15:21.604438575,3453.6690368652344,7483.221527099609,-11018.443725585938,-6.654815673828125,-17.9644775390625,24.5257568359375
2020-02-24 18:15:21.604458576,3375.4412536621094,7540.714141845703,-11000.491333007812,-6.420135498046875,-18.156280517578125,24.461212158203125
2020-02-24 18:15:21.604478576,3298.2676696777344,7594.788360595703,-10979.717407226562,-6.184234619140625,-18.345794677734375,24.420318603515625
2020-02-24 18:15:21.604498576,3221.2684936523438,7645.769744873047,-10955.633605957031,-5.9197998046875,-18.49395751953125,24.416046142578125
2020-02-24 18:15:21.604518577,3143.0523376464844,7694.91015625,-10929.817352294922,-5.685272216796875,-18.70819091796875,24.32708740234375
2020-02-24 18:15:21.604538578,3066.576385498047,7741.740631103516,-10904.466186523438,-5.496063232421875,-18.94256591796875,24.35546875
2020-02-24 18:15:21.604558578,2989.340789794922,7790.679504394531,-10880.7001953125,-5.26611328125,-19.083251953125,24.3121337890625
2020-02-24 18:15:21.604578578,2910.337860107422,7838.866485595703,-10857.682220458984,-5.0579833984375,-19.375762939453125,24.265594482421875
2020-02-24 18:15:21.604598579,2831.3310546875,7886.088409423828,-10833.664306640625,-4.804534912109375,-19.525909423828125,24.210205078125
2020-02-24 18:15:21.604618580,2748.7430725097656,7934.802490234375,-10809.115417480469,-4.609222412109375,-19.664306640625,24.0814208984375
2020-02-24 18:15:21.604638580,2663.1165161132812,7982.942962646484,-10784.380493164062,-4.465179443359375,-19.766845703125,24.119415283203125
2020-02-24 18:15:21.604658580,2574.2769775390625,8033.1375732421875,-10759.455657958984,-4.1778564453125,-19.906768798828125,24.0216064453125
2020-02-24 18:15:21.604678581,2480.782684326172,8087.060638427734,-10734.995910644531,-4.08416748046875,-19.9951171875,23.910675048828125
2020-02-24 18:15:21.604698582,2384.7110290527344,8144.797424316406,-10712.183349609375,-3.8714599609375,-20.045166015625,23.917388916015625
2020-02-24 18:15:21.604718582,2285.9767456054688,8207.219970703125,-10691.684600830078,-3.72039794921875,-20.05950927734375,23.778839111328125
2020-02-24 18:15:21.604738582,2187.6494140625,8272.925262451172,-10674.317443847656,-3.58612060546875,-20.164031982421875,23.626251220703125
2020-02-24 18:15:21.604758583,2091.8955688476562,8338.874725341797,-10657.903717041016,-3.445587158203125,-20.218353271484375,23.542938232421875
2020-02-24 18:15:21.604778584,1997.9633178710938,8404.041290283203,-10640.420288085938,-3.266754150390625,-20.247039794921875,23.442230224609375
2020-02-24 18:15:21.604798584,1909.2129211425781,8464.150024414062,-10620.037811279297,-3.17108154296875,-20.301361083984375,23.382720947265625
2020-02-24 18:15:21.604818584,1824.5514221191406,8522.04183959961,-10597.899627685547,-3.04168701171875,-20.321807861328125,23.285980224609375
2020-02-24 18:15:21.604838585,1743.3238220214844,8577.964782714844,-10576.059875488281,-2.875518798828125,-20.37200927734375,23.206634521484375
2020-02-24 18:15:21.604858586,1665.1774291992188,8634.174530029297,-10554.363525390625,-2.718353271484375,-20.402374267578125,23.068695068359375
2020-02-24 18:15:21.604878586,1587.5232543945312,8691.70590209961,-10532.539276123047,-2.54913330078125,-20.46905517578125,22.930145263671875
2020-02-24 18:15:21.604898586,1509.3226013183594,8748.454376220703,-10509.401153564453,-2.31109619140625,-20.610504150390625,22.79388427734375
2020-02-24 18:15:21.604918587,1429.1336975097656,8806.17953491211,-10484.228271484375,-2.130584716796875,-20.575408935546875,22.739105224609375
2020-02-24 18:15:21.604938588,1345.3636169433594,8865.513122558594,-10456.846221923828,-1.981048583984375,-20.67657470703125,22.52532958984375
2020-02-24 18:15:21.604958588,1256.9504089355469,8925.51333618164,-10427.115478515625,-1.7303466796875,-20.662078857421875,22.29736328125
2020-02-24 18:15:21.604978588,1165.1730651855469,8985.955383300781,-10393.74154663086,-1.58599853515625,-20.70953369140625,22.20367431640625
2020-02-24 18:15:21.604998589,1069.2641906738281,9047.184204101562,-10358.70492553711,-1.3348388671875,-20.785980224609375,22.04559326171875
2020-02-24 18:15:21.605018590,970.2547302246094,9110.424530029297,-10324.079132080078,-1.2060546875,-20.812225341796875,21.912841796875
2020-02-24 18:15:21.605038590,868.84619140625,9177.79638671875,-10291.216796875,-1.024932861328125,-20.894317626953125,21.811370849609375
2020-02-24 18:15:21.605058590,766.2633056640625,9249.695098876953,-10261.257385253906,-0.90606689453125,-20.890350341796875,21.735382080078125
2020-02-24 18:15:21.605078591,662.7231140136719,9323.954132080078,-10232.499450683594,-0.7232666015625,-21.017913818359375,21.670379638671875
2020-02-24 18:15:21.605098592,560.1441040039062,9400.158782958984,-10205.326690673828,-0.60455322265625,-20.99761962890625,21.5673828125
2020-02-24 18:15:21.605118592,459.7393798828125,9478.227661132812,-10179.890258789062,-0.43365478515625,-20.9454345703125,21.4337158203125
2020-02-24 18:15:21.605138592,360.8965759277344,9557.548400878906,-10156.163024902344,-0.3082275390625,-20.99761962890625,21.251678466796875
2020-02-24 18:15:21.605158593,266.805419921875,9634.194885253906,-10131.974578857422,-0.191192626953125,-20.966644287109375,21.074981689453125
2020-02-24 18:15:21.605178594,175.76058959960938,9707.260192871094,-10103.937530517578,-0.0390625,-20.9466552734375,20.890350341796875
2020-02-24 18:15:21.605198594,86.02963256835938,9774.694061279297,-10070.214782714844,0.09552001953125,-20.954132080078125,20.8050537109375
2020-02-24 18:15:21.605218594,-0.127899169921875,9835.446166992188,-10032.662811279297,0.24627685546875,-20.939178466796875,20.646209716796875
2020-02-24 18:15:21.605238595,-83.67318725585938,9891.652038574219,-9991.459899902344,0.42327880859375,-20.914764404296875,20.44677734375
2020-02-24 18:15:21.605258596,-164.3465576171875,9941.044372558594,-9948.369506835938,0.590057373046875,-21.002960205078125,20.348968505859375
2020-02-24 18:15:21.605278596,-243.0859375,9984.766510009766,-9903.430389404297,0.737457275390625,-21.069183349609375,20.286712646484375
2020-02-24 18:15:21.605298596,-322.9454040527344,10024.11294555664,-9856.766571044922,0.91461181640625,-21.08642578125,20.142059326171875
2020-02-24 18:15:21.605318597,-402.95989990234375,10058.1767578125,-9808.602844238281,1.08367919921875,-21.214752197265625,20.07720947265625
2020-02-24 18:15:21.605338598,-485.5943908691406,10088.155548095703,-9759.830627441406,1.327362060546875,-21.27044677734375,19.974212646484375
2020-02-24 18:15:21.605358598,-570.3411560058594,10113.956298828125,-9710.469299316406,1.48345947265625,-21.38702392578125,19.83062744140625
2020-02-24 18:15:21.605378598,-655.6847839355469,10133.424102783203,-9661.018829345703,1.7230224609375,-21.4398193359375,19.696807861328125
2020-02-24 18:15:21.605398599,-742.9236450195312,10150.2021484375,-9613.513977050781,1.964874267578125,-21.66839599609375,19.633636474609375
2020-02-24 18:15:21.605418600,-831.6197814941406,10166.046142578125,-9569.392639160156,2.208251953125,-21.808013916015625,19.533843994140625
2020-02-24 18:15:21.605438600,-922.4436950683594,10181.89013671875,-9529.193542480469,2.360076904296875,-21.891326904296875,19.467010498046875
2020-02-24 18:15:21.605458600,-1017.8448486328125,10198.46664428711,-9490.145538330078,2.64678955078125,-22.12493896484375,19.40155029296875
2020-02-24 18:15:21.605478601,-1115.8388671875,10215.512115478516,-9453.155548095703,2.84820556640625,-22.239990234375,19.345245361328125
2020-02-24 18:15:21.605498602,-1217.8093872070312,10235.173706054688,-9416.02603149414,3.0328369140625,-22.4066162109375,19.262847900390625
2020-02-24 18:15:21.605518602,-1322.02783203125,10256.831298828125,-9380.935150146484,3.286285400390625,-22.574462890625,19.20623779296875
2020-02-24 18:15:21.605538602,-1426.4981994628906,10280.217468261719,-9344.77456665039,3.5260009765625,-22.730865478515625,19.097442626953125
2020-02-24 18:15:21.605558603,-1530.790283203125,10305.177185058594,-9308.12564086914,3.758544921875,-22.871551513671875,19.0533447265625
2020-02-24 18:15:21.605578604,-1634.2219543457031,10324.873657226562,-9263.729125976562,3.968353271484375,-23.108673095703125,18.943328857421875
2020-02-24 18:15:21.605598604,-1733.9678039550781,10347.248260498047,-9220.755004882812,4.26116943359375,-23.2275390625,18.82476806640625
2020-02-24 18:15:21.605618604,-1832.1982421875,10374.521789550781,-9175.14926147461,4.5050048828125,-23.37799072265625,18.767852783203125
2020-02-24 18:15:21.605638605,-1921.3788452148438,10391.381225585938,-9127.055297851562,4.8175048828125,-23.541412353515625,18.63983154296875
2020-02-24 18:15:21.605658606,-2007.1100463867188,10409.593292236328,-9076.496368408203,5.030975341796875,-23.664093017578125,18.54095458984375
2020-02-24 18:15:21.605678606,-2089.0391540527344,10432.173309326172,-9024.375518798828,5.30914306640625,-23.855133056640625,18.41949462890625
2020-02-24 18:15:21.605698606,-2166.220489501953,10449.846649169922,-8972.150024414062,5.55023193359375,-23.947906494140625,18.272247314453125
