Time_UTC,MODAQ_Va_V,MODAQ_Vb_V,MODAQ_Vc_V,MODAQ_Ia_I,MODAQ_Ib_I,MODAQ_Ic_I
15:21.5,-10584.46246,1404.332886,8887.151337,23.21899414,-3.787841797,-19.48928833
15:21.5,-10558.82837,1326.372528,8953.271332,23.10745239,-3.626708984,-19.503479
15:21.5,-10529.81851,1251.074799,9013.453705,23.04824829,-3.369598389,-19.67254639
15:21.5,-10499.89011,1180.629486,9068.407715,22.93075562,-3.24508667,-19.75769043
15:21.5,-10467.88431,1111.718964,9120.040222,22.81204224,-2.97454834,-19.85626221
15:21.5,-10431.72372,1042.889832,9169.296906,22.75024414,-2.786712646,-19.97711182
15:21.5,-10393.41211,974.1924744,9217.956726,22.63809204,-2.649688721,-20.02227783
15:21.5,-10351.83325,902.6619568,9266.554535,22.53768921,-2.419891357,-20.12680054
15:21.5,-10308.60333,829.1509399,9318.078522,22.48687744,-2.130432129,-20.21133423
15:21.5,-10267.84225,753.1323242,9374.598328,22.33337402,-1.974639893,-20.39154053
15:21.5,-10226.20139,671.1450806,9436.540283,22.28240967,-1.701049805,-20.45166016
15:21.5,-10185.49844,586.4525757,9501.334778,22.0854187,-1.576690674,-20.58700562
15:21.5,-10143.81882,497.2138367,9568.152405,21.97509766,-1.327056885,-20.66421509
15:21.5,-10101.85626,405.1574402,9634.586334,21.88522339,-1.11618042,-20.8404541
15:21.5,-10062.80826,311.7367859,9701.981445,21.82632446,-0.899658203,-20.97412109
15:21.5,-10022.86108,221.3895874,9762.43512,21.67892456,-0.67276001,-21.02249146
15:21.5,-9985.235474,130.9416199,9822.466339,21.62139893,-0.479278564,-21.14944458
15:21.5,-9944.951111,29.5020752,9882.1875,21.49215698,-0.233306885,-21.23718262
15:21.5,-9898.895782,-75.44500732,9936.936096,21.40487671,-0.09262085,-21.30325317
15:21.5,-9857.626984,-169.9082336,9987.196594,21.28067017,0.171356201,-21.46652222
15:21.5,-9812.955292,-269.6075745,10029.24829,21.16271973,0.219573975,-21.39343262
15:21.5,-9760.822815,-377.0622559,10069.77682,21.10214233,0.432434082,-21.55105591
15:21.5,-9711.058411,-474.2113647,10104.94135,21.07666016,0.621490479,-21.7288208
15:21.5,-9660.077026,-575.4726257,10139.36172,20.95687866,0.793457031,-21.80419922
15:21.5,-9610.060699,-675.9974976,10171.69696,20.83480835,1.014556885,-21.85256958
15:21.5,-9565.233978,-770.54599,10205.49335,20.75546265,1.234283447,-22.00714111
15:21.5,-9519.566223,-863.9666443,10239.60367,20.66574097,1.430053711,-22.07550049
15:21.5,-9479.006683,-949.6397095,10273.60159,20.63095093,1.64352417,-22.24197388
15:21.5,-9441.032257,-1031.200623,10308.49869,20.45211792,1.872558594,-22.35366821
15:21.5,-9400.244049,-1113.532806,10345.12823,20.38513184,2.109527588,-22.48031616
15:21.5,-9361.242554,-1187.163971,10382.93988,20.27145386,2.327880859,-22.5617981
15:21.5,-9317.710327,-1258.96579,10418.42221,20.11749268,2.524719238,-22.64541626
15:21.5,-9273.623871,-1326.802734,10454.4859,19.98413086,2.753601074,-22.74551392
15:21.5,-9226.70813,-1389.085754,10488.42569,19.88235474,3.012237549,-22.92556763
15:21.5,-9174.684174,-1453.120605,10525.33817,19.76623535,3.260955811,-22.98461914
15:21.5,-9125.245331,-1511.345734,10564.87839,19.65057373,3.541870117,-23.16696167
15:21.5,-9066.496979,-1571.551361,10599.98865,19.48699951,3.754882813,-23.230896
15:21.5,-9006.830078,-1630.923706,10639.09866,19.27856445,4.080810547,-23.31161499
15:21.5,-8949.674652,-1685.935852,10677.65057,19.08004761,4.347991943,-23.46878052
15:21.5,-8886.434326,-1748.501801,10720.38052,18.99627686,4.567718506,-23.52493286
15:21.5,-8820.856934,-1808.688049,10758.13403,18.79608154,4.990234375,-23.75808716
15:21.5,-8759.097137,-1869.641693,10798.24786,18.7059021,5.201721191,-23.84994507
15:21.5,-8688.814606,-1937.873962,10834.62161,18.48876953,5.423736572,-23.96865845
15:21.5,-8624.016235,-2005.43573,10873.58435,18.31130981,5.771179199,-24.01397705
15:21.5,-8562.035522,-2074.656311,10910.82239,18.16680908,5.985107422,-24.12811279
15:21.5,-8499.113007,-2149.810638,10947.16901,17.95211792,6.248016357,-24.18823242
15:21.5,-8443.031158,-2221.096985,10982.42267,17.76153564,6.504364014,-24.3019104
15:21.5,-8386.755524,-2299.274384,11016.11441,17.59216309,6.772613525,-24.36813354
15:21.5,-8331.56897,-2379.060211,11048.24036,17.45681763,6.977386475,-24.36782837
15:21.5,-8278.006348,-2459.404144,11076.6611,17.28637695,7.241821289,-24.41864014
15:21.5,-8219.459534,-2548.162292,11102.79129,17.07824707,7.471923828,-24.47128296
15:21.5,-8159.990295,-2637.439789,11125.17365,16.83807373,7.629089355,-24.56237793
15:21.5,-8100.695465,-2730.383728,11147.77692,16.68304443,7.914886475,-24.61898804
15:21.5,-8040.621613,-2827.590973,11169.00043,16.57516479,8.049316406,-24.63760376
15:21.5,-7985.431183,-2921.116272,11189.78598,16.34231567,8.203582764,-24.71786499
15:21.5,-7930.705841,-3013.893555,11207.65698,16.24786377,8.412780762,-24.71176147
15:21.5,-7878.639252,-3104.469421,11223.77228,16.08840942,8.566894531,-24.72396851
15:21.5,-7827.603607,-3188.38678,11234.51968,15.98953247,8.676605225,-24.75646973
15:21.5,-7771.145813,-3274.358276,11242.17426,15.85891724,8.869628906,-24.79644775
15:21.5,-7712.874176,-3357.446228,11246.68173,15.67947388,9.10446167,-24.80209351
15:21.5,-7650.064056,-3439.47998,11248.33279,15.54931641,9.22454834,-24.88449097
15:21.5,-7581.560486,-3523.602753,11249.57303,15.47134399,9.439239502,-24.90203857
15:21.5,-7511.293457,-3607.047272,11251.97211,15.2986145,9.622955322,-24.96887207
15:21.5,-7437.011169,-3691.325073,11255.81296,15.19546509,9.763946533,-24.97894287
15:21.5,-7360.748383,-3777.563995,11262.37457,15.13916016,9.945526123,-24.98641968
15:21.5,-7285.485535,-3862.663452,11271.59494,14.9659729,10.06713867,-25.13793945
15:21.5,-7208.249939,-3948.503174,11282.96634,14.87945557,10.17150879,-25.05950928
15:21.5,-7134.409485,-4031.498108,11297.22128,14.71542358,10.3086853,-25.10360718
15:21.5,-7064.685059,-4113.330322,11312.57693,14.51812744,10.48065186,-25.05844116
15:21.5,-6995.483856,-4192.321625,11327.57602,14.4303894,10.64117432,-25.01998901
15:21.5,-6930.852142,-4265.700867,11340.17215,14.21264648,10.76080322,-25.05630493
15:21.5,-6867.561432,-4337.5802,11350.68701,14.0461731,10.91171265,-24.99725342
15:21.5,-6806.123322,-4403.8591,11357.77185,13.75640869,11.13586426,-25.0088501
15:21.5,-6749.750793,-4462.905884,11361.52744,13.57284546,11.34368896,-24.97741699
15:21.5,-6691.874481,-4520.662048,11361.08948,13.3265686,11.63513184,-24.95193481
15:21.5,-6633.420685,-4574.340942,11357.57419,13.07312012,11.81533813,-24.91409302
15:21.5,-6569.533112,-4629.054657,11351.22186,12.8515625,11.99966431,-24.96032715
15:21.5,-6498.855255,-4688.244843,11343.34637,12.66464233,12.22488403,-24.9508667
15:21.5,-6425.801575,-4746.590118,11334.85077,12.54852295,12.46948242,-24.98458862
15:21.5,-6347.147461,-4808.706482,11326.59158,12.37594604,12.65335083,-24.97741699
15:21.5,-6267.536041,-4874.031952,11321.01828,12.19116211,12.73956299,-24.98428345
15:21.5,-6188.250183,-4941.229401,11318.89438,12.11456299,12.98812866,-25.05218506
15:21.5,-6107.169861,-5013.16687,11320.28964,12.04055786,13.04702759,-25.07446289
15:21.5,-6029.558319,-5087.170105,11325.61877,11.95419312,13.16696167,-25.06484985
15:21.5,-5953.489319,-5163.498779,11332.61835,11.84173584,13.21792603,-25.07461548
15:21.5,-5878.532654,-5242.059875,11340.26129,11.76330566,13.33465576,-25.03295898
15:21.5,-5806.870361,-5322.000732,11347.90424,11.71325684,13.30566406,-25.11367798
15:21.5,-5732.824493,-5407.069183,11354.15192,11.65969849,13.43826294,-25.1159668
15:21.5,-5659.220459,-5492.707367,11357.6207,11.63085938,13.46923828,-25.09475708
15:21.5,-5587.279114,-5578.911407,11358.26794,11.6192627,13.46252441,-25.1423645
15:21.5,-5516.295074,-5664.599976,11354.39996,11.5687561,13.50967407,-25.12435913
15:21.5,-5451.256409,-5742.792877,11346.35394,11.47491455,13.4677124,-25.03601074
15:21.5,-5390.260132,-5815.129547,11333.11444,11.46835327,13.45932007,-25.01708984
15:21.5,-5330.814148,-5881.889038,11314.43341,11.47949219,13.49365234,-25.12573242
15:21.5,-5273.081238,-5940.52887,11290.79919,11.43890381,13.5295105,-25.02731323
15:21.5,-5212.519043,-5996.847137,11263.20786,11.3520813,13.59573364,-25.01739502
15:21.5,-5150.689484,-6050.692688,11234.94989,11.2550354,13.62075806,-25.01480103
15:21.5,-5085.991882,-6102.468597,11207.77325,11.20803833,13.71154785,-25.0151062
15:21.5,-5016.999969,-6154.356903,11182.05777,11.09176636,13.80447388,-24.98352051
15:21.5,-4947.849152,-6203.497314,11158.97391,10.94604492,14.02420044,-25.04806519
15:21.5,-4876.213989,-6250.78125,11139.09528,10.89111328,14.15206909,-25.00442505
15:21.5,-4801.075165,-6299.530212,11123.58459,10.75805664,14.29351807,-25.05737305
15:21.5,-4724.122498,-6348.802399,11112.30621,10.53604126,14.47235107,-25.07339478
15:21.5,-4640.139252,-6403.756409,11103.75635,10.3326416,14.68154907,-25.08651733
15:21.5,-4552.094238,-6461.194763,11098.40784,10.16296387,14.84786987,-25.13961792
15:21.5,-4462.235382,-6522.911926,11095.58243,9.920349121,15.07644653,-25.06652832
15:21.5,-4369.109283,-6588.799377,11093.92749,9.735412598,15.32852173,-25.0793457
15:21.5,-4278.855103,-6654.097717,11092.98956,9.460144043,15.5039978,-25.04135132
15:21.5,-4193.038635,-6719.969666,11091.92761,9.227600098,15.66696167,-24.94659424
15:21.5,-4112.078461,-6785.031586,11090.69125,9.047241211,15.87997437,-24.98306274
15:21.5,-4039.226318,-6845.868958,11088.88516,8.773651123,16.06887817,-24.9256897
15:21.5,-3970.730499,-6908.880615,11086.16052,8.53515625,16.23916626,-24.80529785
15:21.5,-3903.66095,-6975.23703,11082.40881,8.283843994,16.34460449,-24.7857666
15:21.5,-3836.703796,-7042.004272,11075.24646,8.074645996,16.55578613,-24.67987061
15:21.5,-3766.595673,-7113.674316,11064.13474,7.817077637,16.75247192,-24.62371826
15:21.5,-3693.073029,-7190.619232,11050.50378,7.488555908,16.94244385,-24.5664978
15:21.5,-3616.294769,-7271.362366,11035.60159,7.223358154,17.13241577,-24.47387695
15:21.5,-3538.694855,-7355.454132,11019.96301,7.034759521,17.315979,-24.44412231
15:21.5,-3462.746002,-7439.983856,11004.0105,6.755371094,17.47634888,-24.31472778
15:21.5,-3385.657684,-7525.207336,10986.86813,6.552581787,17.63565063,-24.28314209
15:21.5,-3309.88324,-7610.775757,10970.26837,6.287689209,17.75421143,-24.18731689
15:21.5,-3234.787048,-7695.929474,10953.23065,6.114349365,17.89871216,-24.14169312
15:21.5,-3156.241455,-7783.024933,10935.68909,5.902557373,18.02062988,-24.00619507
15:21.5,-3075.723114,-7871.496277,10917.80646,5.7081604,18.13705444,-23.90579224
15:21.5,-2991.704987,-7961.889984,10898.83862,5.543670654,18.16436768,-23.934021
15:21.5,-2904.791687,-8051.4039,10879.12665,5.362548828,18.3013916,-23.7411499
15:21.5,-2819.258148,-8136.716522,10858.60852,5.11138916,18.38394165,-23.6769104
15:21.5,-2736.038422,-8217.250366,10836.77264,4.998016357,18.49960327,-23.55773926
15:21.5,-2656.023926,-8290.129639,10813.37097,4.795379639,18.57620239,-23.45809937
15:21.5,-2581.24942,-8352.315765,10789.49258,4.614257813,18.6656189,-23.3972168
15:21.5,-2511.032776,-8408.343353,10767.29626,4.408416748,18.74862671,-23.3392334
15:21.5,-2443.095062,-8458.793762,10746.77039,4.263153076,18.84872437,-23.20831299
15:21.5,-2374.986816,-8503.011993,10727.88394,4.011077881,18.88381958,-23.06045532
15:21.5,-2305.851501,-8544.959045,10710.22223,3.859100342,19.01596069,-22.97683716
15:21.5,-2232.79007,-8584.48764,10692.93646,3.671264648,19.13253784,-22.88116455
15:21.5,-2153.953796,-8621.973724,10676.15454,3.447265625,19.24133301,-22.78564453
15:21.5,-2070.408508,-8659.44043,10659.41525,3.274383545,19.30206299,-22.68463135
15:21.5,-1981.065125,-8696.779236,10642.40079,3.078308105,19.39880371,-22.61520386
15:21.5,-1886.113556,-8733.346771,10624.4639,2.933197021,19.56039429,-22.49771118
15:21.5,-1787.658325,-8773.394714,10608.30984,2.666931152,19.57290649,-22.39807129
15:21.5,-1685.269226,-8817.806732,10593.62469,2.435760498,19.77462769,-22.37503052
15:21.5,-1579.624512,-8866.404541,10580.86191,2.237091064,19.87075806,-22.26486206
15:21.5,-1473.545715,-8919.257904,10568.73087,2.066345215,19.98504639,-22.15942383
15:21.5,-1368.26532,-8976.366821,10556.87888,1.806945801,20.07110596,-22.03475952
15:21.5,-1263.756195,-9036.653839,10544.44165,1.692810059,20.19882202,-21.96594238
15:21.5,-1162.312775,-9098.797333,10530.0433,1.531524658,20.2394104,-21.84539795
15:21.5,-1065.981445,-9160.049408,10512.07541,1.39465332,20.24795532,-21.72134399
15:21.5,-973.3514404,-9218.204773,10488.44119,1.184234619,20.37033081,-21.72485352
15:21.5,-885.0273743,-9274.143219,10459.26855,1.105041504,20.37414551,-21.61071777
15:21.5,-800.9976196,-9328.864685,10428.35184,0.928192139,20.47195435,-21.43585205
15:21.5,-718.4328918,-9382.609467,10394.31516,0.758514404,20.53039551,-21.42486572
15:21.5,-638.7594604,-9432.327362,10356.14694,0.537414551,20.62973022,-21.32156372
15:21.5,-560.0704651,-9478.704376,10314.07199,0.355072021,20.6918335,-21.23153687
15:21.5,-482.4938049,-9519.942169,10269.41193,0.19241333,20.91217041,-21.18148804
15:21.5,-406.7929993,-9556.75,10224.2674,-0.003814697,21.13891602,-21.16226196
15:21.5,-330.3247986,-9591.530823,10180.14993,-0.158691406,21.16271973,-21.02783203
15:21.5,-251.6590576,-9621.761536,10135.14493,-0.447387695,21.32888794,-20.98205566
15:21.5,-169.6601868,-9647.68631,10087.23312,-0.606231689,21.4704895,-20.98205566
15:21.5,-82.1965332,-9670.405853,10037.79428,-0.820159912,21.5965271,-20.87966919
15:21.5,9.363769531,-9691.575104,9989.487152,-1.031951904,21.75094604,-20.86593628
15:21.5,104.2765808,-9712.771484,9944.55191,-1.269073486,21.95175171,-20.76690674
15:21.5,201.7086182,-9734.855408,9904.000122,-1.46987915,22.14370728,-20.71990967
15:21.5,299.5204773,-9757.028473,9869.641754,-1.656494141,22.19467163,-20.65093994
15:21.5,398.467926,-9780.751831,9840.01178,-1.875,22.42675781,-20.59005737
15:21.5,497.9153442,-9804.37442,9811.808075,-2.04788208,22.4911499,-20.48110962
15:21.5,598.0797729,-9827.845856,9784.030701,-2.214355469,22.57507324,-20.44387817
15:21.5,699.5541992,-9849.453064,9751.784607,-2.467803955,22.74215698,-20.32852173
15:21.5,802.0285645,-9867.482971,9713.845062,-2.647399902,22.85385132,-20.24261475
15:21.5,906.3477783,-9886.396545,9670.076416,-2.863616943,23.00186157,-20.20568848
15:21.5,1010.666992,-9905.786835,9624.257507,-3.091583252,23.10302734,-20.11764526
15:21.5,1113.180115,-9928.312592,9577.392151,-3.213195801,23.22387695,-20.06866455
15:21.5,1214.263092,-9954.17923,9530.278748,-3.525695801,23.29772949,-19.94781494
15:21.5,1315.865417,-9981.235718,9478.173401,-3.665008545,23.47213745,-19.91409302
15:21.5,1417.576263,-10010.58664,9423.510071,-3.804931641,23.5319519,-19.82070923
15:21.5,1521.019562,-10052.51044,9370.404785,-3.97644043,23.67614746,-19.73114014
15:21.5,1621.761475,-10091.72897,9312.741638,-4.16305542,23.69369507,-19.56985474
15:21.5,1719.28653,-10130.21887,9255.938904,-4.349822998,23.78143311,-19.51812744
15:21.5,1815.734131,-10177.67334,9196.675079,-4.505310059,23.82659912,-19.41390991
15:21.5,1905.523224,-10226.806,9143.345001,-4.711608887,23.83178711,-19.24453735
15:21.5,1994.079834,-10276.56653,9090.135071,-4.940643311,23.86428833,-19.0574646
15:21.5,2075.214417,-10331.79572,9042.944153,-5.058135986,23.85498047,-18.84353638
15:21.5,2152.767822,-10388.15274,8995.726105,-5.308685303,23.82827759,-18.67950439
15:21.5,2230.274719,-10442.21533,8947.116669,-5.570220947,23.83300781,-18.44970703
15:21.5,2307.32428,-10495.02606,8895.096588,-5.746917725,23.83590698,-18.27819824
15:21.5,2386.98996,-10547.03839,8838.382996,-5.937957764,23.83331299,-18.03634644
15:21.5,2472.756042,-10594.03165,8772.677704,-6.108703613,23.81072998,-17.81387329
15:21.5,2561.320404,-10636.64532,8700.182129,-6.268768311,23.77380371,-17.68936157
15:21.5,2652.562897,-10673.99576,8623.667419,-6.428985596,23.8130188,-17.4861145
15:21.5,2744.816956,-10704.5094,8544.652863,-6.609649658,23.82766724,-17.30194092
15:21.5,2833.834778,-10732.51544,8468.998566,-6.770477295,23.80966187,-17.12631226
15:21.5,2921.589111,-10756.36282,8397.146362,-6.992034912,23.84262085,-16.94198608
15:21.5,3005.432831,-10774.16019,8329.290039,-7.149505615,23.9352417,-16.8182373
15:21.5,3089.443207,-10789.81039,8264.18161,-7.353820801,23.85559082,-16.64077759
15:21.5,3172.597046,-10802.13135,8201.8172,-7.554626465,23.95278931,-16.44058228
15:21.5,3254.816833,-10809.76266,8140.972076,-7.71987915,24.02557373,-16.3571167
15:21.5,3338.528778,-10817.08392,8082.526031,-7.928924561,23.96759033,-16.17904663
15:21.5,3421.90741,-10821.48288,8024.475311,-8.14743042,24.11727905,-15.95626831
15:21.5,3505.243408,-10826.04074,7967.50592,-8.349151611,24.1305542,-15.81130981
15:21.5,3590.366119,-10832.68375,7912.377502,-8.614349365,24.21081543,-15.65353394
15:21.5,3673.574219,-10840.36545,7859.962097,-8.876647949,24.22622681,-15.54580688
15:21.5,3755.763,-10849.9075,7809.608582,-9.008789063,24.3560791,-15.34698486
15:21.5,3834.641907,-10861.21689,7760.185242,-9.342041016,24.41253662,-15.21697998
15:21.5,3911.873627,-10874.99512,7711.556427,-9.475708008,24.41253662,-15.07339478
15:21.5,3990.647888,-10890.29651,7659.39682,-9.721221924,24.49874878,-14.87319946
15:21.5,4071.018951,-10905.69867,7600.780243,-9.915313721,24.5413208,-14.71435547
15:21.5,4154.529358,-10923.69757,7535.873352,-10.14678955,24.57763672,-14.50180054
15:21.5,4239.28775,-10940.81668,7464.431976,-10.40359497,24.61288452,-14.30526733
15:21.5,4324.569366,-10958.76132,7388.335846,-10.62103271,24.67895508,-14.08569336
15:21.5,4412.219055,-10979.34921,7307.840759,-10.84197998,24.61791992,-13.85177612
15:21.5,4497.031708,-10998.66199,7225.283783,-11.02874756,24.59228516,-13.68560791
15:21.5,4578.398834,-11020.1413,7144.176331,-11.26861572,24.64859009,-13.39614868
15:21.5,4656.06076,-11042.69418,7065.386566,-11.49246216,24.60769653,-13.24417114
15:21.5,4725.548767,-11062.89063,6990.375641,-11.65542603,24.63684082,-13.04031372
15:21.5,4788.889862,-11081.24997,6918.097107,-11.87942505,24.63943481,-12.8427124
15:21.5,4848.262207,-11096.91568,6846.985168,-12.12585449,24.66201782,-12.57247925
15:21.5,4902.382935,-11106.34534,6775.512787,-12.27935791,24.68292236,-12.43209839
15:21.5,4954.767334,-11111.96515,6703.474548,-12.45422363,24.66308594,-12.30117798
15:21.5,5004.880554,-11111.05048,6629.862762,-12.61535645,24.72671509,-12.14019775
15:21.5,5053.06366,-11104.82605,6557.049377,-12.74978638,24.75036621,-12.03674316
15:21.5,5102.076172,-11094.92355,6484.0112,-12.98965454,24.78881836,-11.86248779
15:21.5,5152.197144,-11078.60672,6409.825806,-13.11477661,24.84695435,-11.74331665
15:21.5,5206.910858,-11060.33652,6334.613342,-13.29727173,24.84909058,-11.57592773
15:21.5,5265.073975,-11037.97354,6258.017242,-13.36257935,24.89715576,-11.56860352
15:21.5,5326.217529,-11011.72321,6180.208038,-13.55102539,24.94537354,-11.44973755
15:21.5,5392.856873,-10985.65115,6102.937561,-13.63739014,25.01480103,-11.40258789
15:21.5,5461.085266,-10956.71881,6025.097351,-13.70193481,25.12512207,-11.38549805
15:21.5,5533.62735,-10928.78641,5947.493561,-13.85177612,25.18005371,-11.3659668
15:21.5,5609.417297,-10903.83444,5871.420685,-13.94973755,25.28045654,-11.35604858
15:21.5,5684.389465,-10879.75839,5797.165527,-14.02404785,25.37338257,-11.39450073
15:21.5,5761.140594,-10860.45724,5725.483856,-14.06784058,25.46875,-11.41357422
15:21.5,5835.686432,-10844.49698,5656.108246,-14.11026001,25.47409058,-11.45263672
15:21.5,5906.387543,-10831.86209,5589.685944,-14.14993286,25.56137085,-11.40853882
15:21.5,5977.689392,-10825.37411,5523.825623,-14.21905518,25.64910889,-11.47186279
15:21.5,6047.061127,-10822.62622,5457.345184,-14.24163818,25.66650391,-11.39068604
15:21.5,6115.308899,-10826.064,5390.151611,-14.31503296,25.67092896,-11.33407593
15:21.5,6182.17691,-10835.10995,5322.159637,-14.37805176,25.66802979,-11.29425049
15:21.5,6242.905762,-10848.57813,5255.392395,-14.47479248,25.6312561,-11.19094849
15:21.5,6299.402313,-10869.33655,5191.376923,-14.53338623,25.59387207,-11.13296509
15:21.5,6350.170532,-10892.77698,5127.981567,-14.64813232,25.47027588,-10.91903687
15:21.5,6398.074585,-10920.31406,5062.768494,-14.73678589,25.42556763,-10.7875061
15:21.5,6445.862366,-10951.99817,4993.95874,-14.79797363,25.33096313,-10.58776855
15:21.5,6492.785858,-10980.7406,4918.319946,-14.90097046,25.25878906,-10.43151855
15:21.5,6541.903015,-11011.30075,4836.011017,-14.98840332,25.13748169,-10.18783569
15:21.5,6594.18277,-11041.04312,4746.508728,-15.13702393,25.01358032,-9.996795654
15:21.5,6646.41214,-11065.20831,4651.243225,-15.20736694,24.8614502,-9.6824646
15:21.5,6700.970825,-11087.40463,4551.241577,-15.26000977,24.72015381,-9.427947998
15:21.5,6754.479187,-11104.76791,4449.383453,-15.44036865,24.58816528,-9.175567627
15:21.5,6808.293732,-11116.18195,4346.773438,-15.55053711,24.46868896,-9.007415771
15:21.5,6864.065521,-11124.1427,4244.566498,-15.753479,24.37011719,-8.687438965
15:21.5,6916.732849,-11124.44888,4143.452515,-15.88989258,24.25964355,-8.432617188
15:21.5,6969.291656,-11116.9726,4044.753113,-16.02218628,24.09484863,-8.103485107
15:21.5,7018.087128,-11101.37665,3950.658081,-16.17202759,23.99230957,-7.869262695
15:21.5,7061.615479,-11077.90521,3862.275879,-16.27410889,23.91204834,-7.589263916
15:21.5,7105.120575,-11049.39532,3779.187927,-16.53930664,23.88916016,-7.331695557
15:21.5,7147.490082,-11010.6225,3698.471924,-16.80938721,23.84185791,-7.113647461
15:21.5,7188.88678,-10968.46616,3621.627777,-16.91482544,23.75839233,-6.811065674
15:21.5,7233.112762,-10923.57742,3548.903534,-17.14141846,23.80310059,-6.562347412
15:21.5,7280.354065,-10875.08813,3476.911804,-17.3727417,23.83239746,-6.310424805
15:21.5,7335.633636,-10828.72275,3404.501495,-17.64526367,23.81134033,-6.136016846
15:21.5,7397.943787,-10783.31079,3329.761871,-17.88803101,23.89938354,-5.922241211
15:21.5,7466.218689,-10738.00348,3251.35968,-18.1842041,23.934021,-5.744476318
15:21.5,7542.996948,-10699.77713,3172.050568,-18.35205078,23.95095825,-5.515899658
15:21.5,7621.775085,-10665.19397,3090.803589,-18.56460571,23.94088745,-5.379638672
15:21.5,7701.390381,-10634.54468,3010.199982,-18.75717163,23.98117065,-5.192871094
15:21.5,7779.769318,-10612.422,2931.301697,-18.99551392,24.02938843,-4.992675781
15:21.5,7853.935333,-10595.59744,2853.965332,-19.16091919,24.00985718,-4.844970703
15:21.5,7927.295197,-10585.0322,2776.175507,-19.35577393,24.01550293,-4.632110596
15:21.5,7997.465332,-10579.5054,2696.056366,-19.5640564,23.97384644,-4.496307373
15:21.5,8062.814056,-10577.00943,2612.584717,-19.62722778,23.9541626,-4.303894043
15:21.5,8127.837219,-10577.78458,2524.330414,-19.76119995,23.87863159,-4.138946533
15:21.5,8188.887756,-10578.92404,2430.998901,-19.83398438,23.84414673,-3.982086182
15:21.5,8246.713684,-10581.88123,2334.462158,-19.94750977,23.77853394,-3.784179688
15:21.5,8301.67157,-10585.36163,2235.871277,-19.99786377,23.70391846,-3.695983887
15:21.5,8348.409027,-10582.73001,2135.237885,-20.0932312,23.56689453,-3.522644043
15:21.5,8391.328888,-10578.84653,2034.236298,-20.11611938,23.44650269,-3.363189697
15:21.5,8430.791595,-10569.25021,1932.432434,-20.16159058,23.38684082,-3.280792236
15:21.5,8469.277618,-10555.19681,1829.337952,-20.15869141,23.38119507,-3.10760498
15:21.5,8511.728516,-10539.74814,1726.289978,-20.26824951,23.19076538,-2.935943604
15:21.5,8556.795532,-10518.97809,1621.889374,-20.39749146,23.10714722,-2.824554443
15:21.5,8607.544373,-10494.70825,1516.984924,-20.43487549,22.98171997,-2.592773438
15:21.5,8662.603027,-10466.15961,1412.278137,-20.51177979,22.93075562,-2.410430908
15:21.5,8719.843719,-10430.68115,1307.908539,-20.55770874,22.91366577,-2.316589355
15:21.5,8780.262512,-10390.12161,1206.344971,-20.63415527,22.77755737,-2.078552246
15:21.5,8840.154205,-10343.62833,1108.192047,-20.66726685,22.66815186,-1.95602417
15:21.5,8899.23587,-10290.86023,1013.554413,-20.64453125,22.63122559,-1.838684082
15:21.5,8962.425812,-10236.55734,921.474762,-20.70739746,22.47131348,-1.703491211
15:21.5,9027.894684,-10179.64609,832.4143066,-20.71960449,22.44125366,-1.574401855
15:21.5,9096.840088,-10122.69995,744.2840271,-20.72860718,22.31811523,-1.46484375
15:21.5,9168.932587,-10065.4205,657.378479,-20.8001709,22.22366333,-1.383056641
15:21.5,9239.358521,-10006.66052,571.9030762,-20.82336426,22.19238281,-1.285095215
15:21.5,9311.226227,-9948.09433,486.8695068,-20.90377808,22.17880249,-1.189422607
15:21.5,9380.140625,-9888.652222,402.3165283,-20.91339111,22.07794189,-1.055603027
15:21.5,9444.772339,-9829.314758,320.3215332,-21.01409912,21.95083618,-0.940856934
15:21.5,9507.82663,-9772.54303,239.0319214,-21.08276367,21.86813354,-0.703125
15:21.5,9567.691193,-9715.841064,156.4943237,-21.16241455,21.87545776,-0.582427979
15:21.5,9628.230133,-9661.879242,71.72042847,-21.18377686,21.83502197,-0.378570557
15:21.5,9689.997681,-9611.859039,-16.05328369,-21.35986328,21.63284302,-0.316162109
15:21.5,9751.203247,-9563.276733,-106.4624939,-21.36230469,21.54800415,-0.117034912
15:21.5,9813.58316,-9518.717438,-199.7474976,-21.50604248,21.53366089,0.022125244
15:21.5,9874.292633,-9476.014618,-294.412262,-21.53411865,21.4100647,0.246734619
15:21.5,9931.006226,-9433.850525,-388.9568787,-21.64230347,21.25915527,0.407409668
15:21.5,9986.425323,-9396.589233,-481.7225342,-21.68869019,21.21246338,0.558776855
15:21.5,10036.26724,-9359.587616,-571.5658875,-21.76208496,21.04049683,0.7371521
15:21.5,10081.49316,-9321.636444,-660.3744202,-21.86386108,20.97763062,0.955810547
15:21.5,10125.41296,-9284.018585,-748.87677,-21.94778442,20.83969116,1.136474609
15:21.5,10167.49954,-9244.129547,-838.1348877,-22.06481934,20.75210571,1.304931641
15:21.5,10213.13242,-9205.99234,-928.7688904,-22.09686279,20.62942505,1.572875977
15:21.5,10259.84662,-9168.839569,-1018.290558,-22.2277832,20.43457031,1.78894043
15:21.5,10307.85919,-9132.210022,-1106.862671,-22.26470947,20.27877808,1.985931396
