time_index,frequency,direction,87,58
1995-01-01 01:00:00+00:00,0.075,352.5,0.13153711,0.16407238
1995-01-01 01:00:00+00:00,0.0825,7.5,0.020699155,0.029230025
1995-01-01 01:00:00+00:00,0.0825,22.5,0.026568754,0.046438687
1995-01-01 01:00:00+00:00,0.0825,37.5,0.053987876,0.055166524
1995-01-01 01:00:00+00:00,0.0825,52.5,0.06719966,0.051680878
1995-01-01 01:00:00+00:00,0.0825,67.5,0.0038992395,0.003375862
1995-01-01 01:00:00+00:00,0.0825,82.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,97.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,112.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,127.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,142.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,157.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,172.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,187.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,202.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,217.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,232.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,247.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,262.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,277.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0825,292.5,0.0,2.7446033e-05
1995-01-01 01:00:00+00:00,0.0825,307.5,0.0011199943,0.0027446032
1995-01-01 01:00:00+00:00,0.0825,322.5,0.037042774,0.044654693
1995-01-01 01:00:00+00:00,0.0825,337.5,0.07848257,0.09095615
1995-01-01 01:00:00+00:00,0.0825,352.5,0.06296857,0.072759435
1995-01-01 01:00:00+00:00,0.0908,7.5,0.013274007,0.016412728
1995-01-01 01:00:00+00:00,0.0908,22.5,0.03297761,0.04180031
1995-01-01 01:00:00+00:00,0.0908,37.5,0.11461275,0.11258362
1995-01-01 01:00:00+00:00,0.0908,52.5,0.18890572,0.16643274
1995-01-01 01:00:00+00:00,0.0908,67.5,0.025988016,0.013585786
1995-01-01 01:00:00+00:00,0.0908,82.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,97.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,112.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,127.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,142.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,157.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,172.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,187.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,202.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,217.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,232.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,247.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,262.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,277.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0908,292.5,0.0,2.7446033e-05
1995-01-01 01:00:00+00:00,0.0908,307.5,0.0014103632,0.002470143
1995-01-01 01:00:00+00:00,0.0908,322.5,0.015140664,0.017949706
1995-01-01 01:00:00+00:00,0.0908,337.5,0.024598394,0.026677543
1995-01-01 01:00:00+00:00,0.0908,352.5,0.018376203,0.019623913
1995-01-01 01:00:00+00:00,0.0999,7.5,0.008234032,0.010484384
1995-01-01 01:00:00+00:00,0.0999,22.5,0.015762882,0.024646537
1995-01-01 01:00:00+00:00,0.0999,37.5,0.067967065,0.07693123
1995-01-01 01:00:00+00:00,0.0999,52.5,0.15090886,0.1490594
1995-01-01 01:00:00+00:00,0.0999,67.5,0.044613108,0.038287215
1995-01-01 01:00:00+00:00,0.0999,82.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,97.5,0.0,0.0
