,Tanana
2010-11-24 00:00:00+00:00,390.77244545544403
2010-11-25 00:00:00+00:00,396.4358142301606
2010-11-26 00:00:00+00:00,402.09918300487715
2010-11-27 00:00:00+00:00,385.1090766807274
2010-11-28 00:00:00+00:00,368.1189703565777
2010-11-29 00:00:00+00:00,339.8021264829948
2010-11-30 00:00:00+00:00,311.4852826094119
2010-12-01 00:00:00+00:00,283.168438735829
2010-12-02 00:00:00+00:00,283.168438735829
2010-12-03 00:00:00+00:00,277.5050699611124
2010-12-04 00:00:00+00:00,277.5050699611124
2010-12-05 00:00:00+00:00,283.168438735829
2010-12-06 00:00:00+00:00,283.168438735829
2010-12-07 00:00:00+00:00,283.168438735829
2010-12-08 00:00:00+00:00,277.5050699611124
2010-12-09 00:00:00+00:00,271.8417011863958
2010-12-10 00:00:00+00:00,271.8417011863958
2010-12-11 00:00:00+00:00,266.17833241167926
2010-12-12 00:00:00+00:00,266.17833241167926
2010-12-13 00:00:00+00:00,260.51496363696265
2010-12-14 00:00:00+00:00,260.51496363696265
2010-12-15 00:00:00+00:00,254.8515948622461
2010-12-16 00:00:00+00:00,254.8515948622461
2010-12-17 00:00:00+00:00,249.1882260875295
2010-12-18 00:00:00+00:00,249.1882260875295
2010-12-19 00:00:00+00:00,243.5248573128129
2010-12-20 00:00:00+00:00,243.5248573128129
2010-12-21 00:00:00+00:00,237.86148853809638
2010-12-22 00:00:00+00:00,237.86148853809638
2010-12-23 00:00:00+00:00,232.19811976337974
2010-12-24 00:00:00+00:00,232.19811976337974
2010-12-25 00:00:00+00:00,226.53475098866318
2010-12-26 00:00:00+00:00,220.87138221394662
2010-12-27 00:00:00+00:00,220.87138221394662
2010-12-28 00:00:00+00:00,215.20801343923003
2010-12-29 00:00:00+00:00,209.54464466451344
2010-12-30 00:00:00+00:00,209.54464466451344
2010-12-31 00:00:00+00:00,209.54464466451344
2011-01-01 00:00:00+00:00,206.7129602771552
2011-01-02 00:00:00+00:00,206.7129602771552
2011-01-03 00:00:00+00:00,206.7129602771552
2011-01-04 00:00:00+00:00,206.7129602771552
2011-01-05 00:00:00+00:00,203.88127588979685
2011-01-06 00:00:00+00:00,203.88127588979685
2011-01-07 00:00:00+00:00,203.88127588979685
2011-01-08 00:00:00+00:00,203.88127588979685
2011-01-09 00:00:00+00:00,203.88127588979685
2011-01-10 00:00:00+00:00,203.88127588979685
2011-01-11 00:00:00+00:00,203.88127588979685
2011-01-12 00:00:00+00:00,203.88127588979685
